"","category","over_represented_pvalue","term","ontology"
"6408","GO:0019755",0.00111002734804974,"one-carbon compound transport","BP"
"13687","GO:0052548",0.00111490630006723,"regulation of endopeptidase activity","BP"
"4229","GO:0009187",0.00112076950729634,"cyclic nucleotide metabolic process","BP"
"778","GO:0002040",0.0011235180500885,"sprouting angiogenesis","BP"
"15239","GO:0070527",0.00112409809420216,"platelet aggregation","BP"
"13923","GO:0060079",0.00113617636491773,"excitatory postsynaptic potential","BP"
"4931","GO:0014003",0.00113695037390838,"oligodendrocyte development","BP"
"8506","GO:0033006",0.00113996710735641,"regulation of mast cell activation involved in immune response","BP"
"10804","GO:0043304",0.00113996710735641,"regulation of mast cell degranulation","BP"
"15054","GO:0070201",0.00114368250813225,"regulation of establishment of protein localization","BP"
"1019","GO:0002456",0.00115386637832837,"T cell mediated immunity","BP"
"11719","GO:0045851",0.00116239075836093,"pH reduction","BP"
"17397","GO:0098815",0.0011630002411047,"modulation of excitatory postsynaptic potential","BP"
"13336","GO:0051402",0.00117448910014081,"neuron apoptotic process","BP"
"3992","GO:0008542",0.00119458989743153,"visual learning","BP"
"18831","GO:1902305",0.00120505042929821,"regulation of sodium ion transmembrane transport","BP"
"4596","GO:0010522",0.00121925593269136,"regulation of calcium ion transport into cytosol","BP"
"3238","GO:0006750",0.00122347006811301,"glutathione biosynthetic process","BP"
"11553","GO:0045576",0.00122574589630935,"mast cell activation","BP"
"16026","GO:0072012",0.00123585692189684,"glomerulus vasculature development","BP"
"3179","GO:0006663",0.00123789851096838,"platelet activating factor biosynthetic process","BP"
"14502","GO:0061041",0.00124444444538125,"regulation of wound healing","BP"
"10953","GO:0043552",0.00124527839470841,"positive regulation of phosphatidylinositol 3-kinase activity","BP"
"4558","GO:0010447",0.00125987245436945,"response to acidic pH","BP"
"3360","GO:0006950",0.0012763973622793,"response to stress","BP"
"3280","GO:0006821",0.00127833500272393,"chloride transport","BP"
"4526","GO:0010257",0.0013013939680474,"NADH dehydrogenase complex assembly","BP"
"8488","GO:0032981",0.0013013939680474,"mitochondrial respiratory chain complex I assembly","BP"
"10450","GO:0042596",0.00130726793534432,"fear response","BP"
"4671","GO:0010648",0.00132299833342785,"negative regulation of cell communication","BP"
"435","GO:0001504",0.00132862269607478,"neurotransmitter uptake","BP"
"11526","GO:0045428",0.00133230374463302,"regulation of nitric oxide biosynthetic process","BP"
"17100","GO:0097435",0.00133878883919544,"supramolecular fiber organization","BP"
"1454","GO:0003299",0.00135182470214883,"muscle hypertrophy in response to stress","BP"
"5067","GO:0014887",0.00135182470214883,"cardiac muscle adaptation","BP"
"5075","GO:0014898",0.00135182470214883,"cardiac muscle hypertrophy in response to stress","BP"
"9334","GO:0035249",0.00136374732320021,"synaptic transmission, glutamatergic","BP"
"13442","GO:0051607",0.0013668072872854,"defense response to virus","BP"
"4769","GO:0010807",0.00136798518948323,"regulation of synaptic vesicle priming","BP"
"12981","GO:0050818",0.00143543568398751,"regulation of coagulation","BP"
"3228","GO:0006735",0.00143680780213856,"NADH regeneration","BP"
"14736","GO:0061621",0.00143680780213856,"canonical glycolysis","BP"
"14786","GO:0061718",0.00143680780213856,"glucose catabolic process to pyruvate","BP"
"1020","GO:0002457",0.00146038385120415,"T cell antigen processing and presentation","BP"
"2834","GO:0006164",0.00147332577005043,"purine nucleotide biosynthetic process","BP"
"3626","GO:0007528",0.001473344733508,"neuromuscular junction development","BP"
"3354","GO:0006939",0.00147629247937731,"smooth muscle contraction","BP"
"12185","GO:0046889",0.00148300670144799,"positive regulation of lipid biosynthetic process","BP"
"3357","GO:0006942",0.00148406217864634,"regulation of striated muscle contraction","BP"
"6876","GO:0023057",0.00148593043478087,"negative regulation of signaling","BP"
"14487","GO:0061024",0.00148628616668675,"membrane organization","BP"
"12615","GO:0048585",0.00148823244158424,"negative regulation of response to stimulus","BP"
"3546","GO:0007272",0.00149498714115262,"ensheathment of neurons","BP"
"3885","GO:0008366",0.00149498714115262,"axon ensheathment","BP"
"13255","GO:0051259",0.00149749618612335,"protein complex oligomerization","BP"
"16894","GO:0097028",0.00150122275341337,"dendritic cell differentiation","BP"
"8117","GO:0032415",0.00150225365183338,"regulation of sodium:proton antiporter activity","BP"
"18551","GO:1901570",0.00152342917061963,"fatty acid derivative biosynthetic process","BP"
"6911","GO:0030048",0.00153569335605491,"actin filament-based movement","BP"
"4980","GO:0014065",0.00156691404872917,"phosphatidylinositol 3-kinase signaling","BP"
"6788","GO:0022010",0.00157728180717834,"central nervous system myelination","BP"
"8030","GO:0032291",0.00157728180717834,"axon ensheathment in central nervous system","BP"
"18174","GO:1900038",0.00157892845398331,"negative regulation of cellular response to hypoxia","BP"
"9947","GO:0036465",0.00158761400305987,"synaptic vesicle recycling","BP"
"916","GO:0002279",0.00158949823393056,"mast cell activation involved in immune response","BP"
"10803","GO:0043303",0.00158949823393056,"mast cell degranulation","BP"
"8561","GO:0033108",0.00159273841628292,"mitochondrial respiratory chain complex assembly","BP"
"4886","GO:0010951",0.00160192718174021,"negative regulation of endopeptidase activity","BP"
"7285","GO:0030855",0.00161777282700646,"epithelial cell differentiation","BP"
"21","GO:0000041",0.00164079598482682,"transition metal ion transport","BP"
"15959","GO:0071880",0.00164898225334735,"adenylate cyclase-activating adrenergic receptor signaling pathway","BP"
"13191","GO:0051146",0.00165599671823156,"striated muscle cell differentiation","BP"
"4040","GO:0008652",0.00169267767646489,"cellular amino acid biosynthetic process","BP"
"618","GO:0001818",0.00169426188895905,"negative regulation of cytokine production","BP"
"19358","GO:1903523",0.00170372674164788,"negative regulation of blood circulation","BP"
"3676","GO:0007632",0.001714330238425,"visual behavior","BP"
"12649","GO:0048660",0.00171770355887371,"regulation of smooth muscle cell proliferation","BP"
"10527","GO:0042762",0.00172278492715402,"regulation of sulfur metabolic process","BP"
"11746","GO:0045913",0.00173533610902484,"positive regulation of carbohydrate metabolic process","BP"
"18894","GO:1902476",0.0017376956518482,"chloride transmembrane transport","BP"
"19316","GO:1903428",0.001750590304424,"positive regulation of reactive oxygen species biosynthetic process","BP"
"13465","GO:0051651",0.00175657551312574,"maintenance of location in cell","BP"
"9719","GO:0035934",0.00178727149354402,"corticosterone secretion","BP"
"11003","GO:0043647",0.00179955774576682,"inositol phosphate metabolic process","BP"
"449","GO:0001523",0.00181124347753822,"retinoid metabolic process","BP"
"3103","GO:0006566",0.00181991986862859,"threonine metabolic process","BP"
"16281","GO:0072522",0.0018225262793027,"purine-containing compound biosynthetic process","BP"
"13597","GO:0051932",0.00182657714687855,"synaptic transmission, GABAergic","BP"
"19538","GO:1903859",0.0018278263975135,"regulation of dendrite extension","BP"
"8262","GO:0032620",0.00184322514599487,"interleukin-17 production","BP"
"10429","GO:0042572",0.00191218163323077,"retinol metabolic process","BP"
"15111","GO:0070296",0.00192159482401198,"sarcoplasmic reticulum calcium ion transport","BP"
"674","GO:0001894",0.00192275257775265,"tissue homeostasis","BP"
"8503","GO:0033003",0.00193589947174143,"regulation of mast cell activation","BP"
"5508","GO:0016101",0.00194087017957143,"diterpenoid metabolic process","BP"
"4197","GO:0009152",0.00195821592077659,"purine ribonucleotide biosynthetic process","BP"
"18319","GO:1900407",0.00196128118191995,"regulation of cellular response to oxidative stress","BP"
"10865","GO:0043408",0.00196558878633626,"regulation of MAPK cascade","BP"
"3241","GO:0006754",0.00196750870826919,"ATP biosynthetic process","BP"
"10309","GO:0042325",0.00196790086599488,"regulation of phosphorylation","BP"
"7677","GO:0031579",0.0020262921234589,"membrane raft organization","BP"
"13247","GO:0051251",0.00202890372381047,"positive regulation of lymphocyte activation","BP"
"10258","GO:0042219",0.00204789273877492,"cellular modified amino acid catabolic process","BP"
"11792","GO:0045986",0.00208508080518167,"negative regulation of smooth muscle contraction","BP"
"7704","GO:0031629",0.00210874014470167,"synaptic vesicle fusion to presynaptic active zone membrane","BP"
"17626","GO:0099500",0.00210874014470167,"vesicle fusion to plasma membrane","BP"
"19119","GO:1903034",0.00211336753012815,"regulation of response to wounding","BP"
"10928","GO:0043523",0.00211458483608948,"regulation of neuron apoptotic process","BP"
"10781","GO:0043268",0.00211575072211216,"positive regulation of potassium ion transport","BP"
"10413","GO:0042542",0.00213496213731997,"response to hydrogen peroxide","BP"
"7713","GO:0031643",0.00213896620376407,"positive regulation of myelination","BP"
"10486","GO:0042692",0.00214557866299471,"muscle cell differentiation","BP"
"8303","GO:0032689",0.00215755145358469,"negative regulation of interferon-gamma production","BP"
"11404","GO:0045109",0.00216172995153231,"intermediate filament organization","BP"
"17242","GO:0097756",0.00216623631779489,"negative regulation of blood vessel diameter","BP"
"696","GO:0001932",0.0021703608678004,"regulation of protein phosphorylation","BP"
"8706","GO:0033559",0.00217153089150812,"unsaturated fatty acid metabolic process","BP"
"17315","GO:0098661",0.00218373978929855,"inorganic anion transmembrane transport","BP"
"12100","GO:0046685",0.00221224884490742,"response to arsenic-containing substance","BP"
"10667","GO:0043069",0.00221273743436291,"negative regulation of programmed cell death","BP"
"21032","GO:2000310",0.00223174865404362,"regulation of NMDA receptor activity","BP"
"1138","GO:0002686",0.00223833637389994,"negative regulation of leukocyte migration","BP"
"19124","GO:1903039",0.00225689872605347,"positive regulation of leukocyte cell-cell adhesion","BP"
"20528","GO:1905952",0.00228731113916945,"regulation of lipid localization","BP"
"8973","GO:0034330",0.00232857960824001,"cell junction organization","BP"
"1204","GO:0002792",0.00232877240081203,"negative regulation of peptide secretion","BP"
"3267","GO:0006801",0.00233215271365866,"superoxide metabolic process","BP"
"20995","GO:2000249",0.0023411105111487,"regulation of actin cytoskeleton reorganization","BP"
"8426","GO:0032890",0.00237956887776014,"regulation of organic acid transport","BP"
"1151","GO:0002699",0.00242850676314567,"positive regulation of immune effector process","BP"
"1136","GO:0002684",0.00243182374702653,"positive regulation of immune system process","BP"
"619","GO:0001819",0.00244281980046889,"positive regulation of cytokine production","BP"
"4729","GO:0010742",0.00247122999216577,"macrophage derived foam cell differentiation","BP"
"16562","GO:0090077",0.00247122999216577,"foam cell differentiation","BP"
"1281","GO:0002931",0.00250509556904042,"response to ischemia","BP"
"4352","GO:0009581",0.00250892057667502,"detection of external stimulus","BP"
"12928","GO:0050730",0.00252546382678066,"regulation of peptidyl-tyrosine phosphorylation","BP"
"15716","GO:0071450",0.00252977708832201,"cellular response to oxygen radical","BP"
"15717","GO:0071451",0.00252977708832201,"cellular response to superoxide","BP"
"10929","GO:0043524",0.00253196534464344,"negative regulation of neuron apoptotic process","BP"
"3355","GO:0006940",0.00253845872396415,"regulation of smooth muscle contraction","BP"
"12648","GO:0048659",0.00255797941962802,"smooth muscle cell proliferation","BP"
"9370","GO:0035307",0.00255918604051877,"positive regulation of protein dephosphorylation","BP"
"11971","GO:0046456",0.00255950936807974,"icosanoid biosynthetic process","BP"
"7709","GO:0031639",0.00258475099589409,"plasminogen activation","BP"
"8867","GO:0034109",0.00259144353227087,"homotypic cell-cell adhesion","BP"
"3095","GO:0006558",0.00260341450091635,"L-phenylalanine metabolic process","BP"
"3096","GO:0006559",0.00260341450091635,"L-phenylalanine catabolic process","BP"
"18791","GO:1902221",0.00260341450091635,"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","BP"
"18792","GO:1902222",0.00260341450091635,"erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","BP"
"13236","GO:0051235",0.00263083524438668,"maintenance of location","BP"
"20130","GO:1905039",0.00263855372820161,"carboxylic acid transmembrane transport","BP"
"723","GO:0001963",0.00264444418848417,"synaptic transmission, dopaminergic","BP"
"7579","GO:0031401",0.0026480075982141,"positive regulation of protein modification process","BP"
"11572","GO:0045600",0.00269482358954718,"positive regulation of fat cell differentiation","BP"
"13931","GO:0060088",0.00269866466240439,"auditory receptor cell stereocilium organization","BP"
"4642","GO:0010611",0.00272442955965353,"regulation of cardiac muscle hypertrophy","BP"
"5328","GO:0015748",0.00274007551528723,"organophosphate ester transport","BP"
"15217","GO:0070482",0.00274748602981371,"response to oxygen levels","BP"
"6174","GO:0018904",0.0027503564580062,"ether metabolic process","BP"
"12493","GO:0048265",0.00275388418895345,"response to pain","BP"
"8808","GO:0033865",0.00275627874096907,"nucleoside bisphosphate metabolic process","BP"
"8813","GO:0033875",0.00275627874096907,"ribonucleoside bisphosphate metabolic process","BP"
"8833","GO:0034032",0.00275627874096907,"purine nucleoside bisphosphate metabolic process","BP"
"3837","GO:0008286",0.0027652262955402,"insulin receptor signaling pathway","BP"
"10802","GO:0043302",0.00279661262123027,"positive regulation of leukocyte degranulation","BP"
"12073","GO:0046635",0.00280938244623923,"positive regulation of alpha-beta T cell activation","BP"
"2743","GO:0006007",0.00283723468967899,"glucose catabolic process","BP"
"793","GO:0002064",0.00284057363914948,"epithelial cell development","BP"
"7547","GO:0031338",0.00286203618935903,"regulation of vesicle fusion","BP"
"13014","GO:0050870",0.00286305322938961,"positive regulation of T cell activation","BP"
"18450","GO:1901293",0.00287283989871785,"nucleoside phosphate biosynthetic process","BP"
"18320","GO:1900408",0.00288172989880068,"negative regulation of cellular response to oxidative stress","BP"
"19195","GO:1903202",0.00288172989880068,"negative regulation of oxidative stress-induced cell death","BP"
"11888","GO:0046173",0.00289552871348125,"polyol biosynthetic process","BP"
"4037","GO:0008645",0.00291474176111615,"hexose transmembrane transport","BP"
"13822","GO:0055081",0.00292063349884302,"anion homeostasis","BP"
"7219","GO:0030641",0.00293468734958809,"regulation of cellular pH","BP"
"5065","GO:0014883",0.00293949197452881,"transition between fast and slow fiber","BP"
"12951","GO:0050776",0.00295521785755567,"regulation of immune response","BP"
"1332","GO:0003085",0.00298097286649865,"negative regulation of systemic arterial blood pressure","BP"
"13613","GO:0051954",0.00298186311298667,"positive regulation of amine transport","BP"
"18647","GO:1901841",0.00298347864338284,"regulation of high voltage-gated calcium channel activity","BP"
"151","GO:0000305",0.00298893780448035,"response to oxygen radical","BP"
"3215","GO:0006706",0.00299442171313924,"steroid catabolic process","BP"
"443","GO:0001516",0.00300023022821913,"prostaglandin biosynthetic process","BP"
"11972","GO:0046457",0.00300023022821913,"prostanoid biosynthetic process","BP"
"1255","GO:0002886",0.00301338686171606,"regulation of myeloid leukocyte mediated immunity","BP"
"10672","GO:0043086",0.00301740547627956,"negative regulation of catalytic activity","BP"
"1216","GO:0002828",0.00301988068566067,"regulation of type 2 immune response","BP"
"16154","GO:0072210",0.00302300567176983,"metanephric nephron development","BP"
"6995","GO:0030195",0.00302661909437274,"negative regulation of blood coagulation","BP"
"18179","GO:1900047",0.00302661909437274,"negative regulation of hemostasis","BP"
"21241","GO:2000649",0.00309010763103386,"regulation of sodium ion transmembrane transporter activity","BP"
"6256","GO:0019217",0.00311454175499718,"regulation of fatty acid metabolic process","BP"
"16989","GO:0097190",0.00312924577384628,"apoptotic signaling pathway","BP"
"18087","GO:0140353",0.0031375956597851,"lipid export from cell","BP"
"15674","GO:0071384",0.00314442454449191,"cellular response to corticosteroid stimulus","BP"
"11100","GO:0044060",0.00315897292089686,"regulation of endocrine process","BP"
"14764","GO:0061669",0.00316018200303874,"spontaneous neurotransmitter secretion","BP"
"19519","GO:1903825",0.00316674335340257,"organic acid transmembrane transport","BP"
"8431","GO:0032898",0.00316677862244935,"neurotrophin production","BP"
"7550","GO:0031341",0.00317331911956518,"regulation of cell killing","BP"
"12221","GO:0046958",0.00317980889122497,"nonassociative learning","BP"
"6330","GO:0019430",0.00319868605814304,"removal of superoxide radicals","BP"
"15684","GO:0071396",0.00319914802809361,"cellular response to lipid","BP"
"2461","GO:0005513",0.0032540020665776,"detection of calcium ion","BP"
"715","GO:0001954",0.00326135193570207,"positive regulation of cell-matrix adhesion","BP"
"4209","GO:0009165",0.00331605324269795,"nucleotide biosynthetic process","BP"
"13847","GO:0055117",0.00336053861491028,"regulation of cardiac muscle contraction","BP"
"8933","GO:0034219",0.00338451099168683,"carbohydrate transmembrane transport","BP"
"16162","GO:0072223",0.00339623738306743,"metanephric glomerular mesangium development","BP"
"10235","GO:0042157",0.00339847793417581,"lipoprotein metabolic process","BP"
"18752","GO:1902105",0.00342719740534233,"regulation of leukocyte differentiation","BP"
"10936","GO:0043534",0.00344402224000148,"blood vessel endothelial cell migration","BP"
"10417","GO:0042552",0.00345419276649339,"myelination","BP"
"14656","GO:0061437",0.00346750331076387,"renal system vasculature development","BP"
"14659","GO:0061440",0.00346750331076387,"kidney vasculature development","BP"
"7424","GO:0031099",0.00347752954205215,"regeneration","BP"
"9267","GO:0035051",0.00348527010210947,"cardiocyte differentiation","BP"
"12159","GO:0046849",0.00349787899715484,"bone remodeling","BP"
"12183","GO:0046887",0.00352333240826268,"positive regulation of hormone secretion","BP"
"7921","GO:0032091",0.00352539353047101,"negative regulation of protein binding","BP"
"13614","GO:0051955",0.0035327826268731,"regulation of amino acid transport","BP"
"325","GO:0000902",0.00354572356367387,"cell morphogenesis","BP"
"12982","GO:0050819",0.00356886703483833,"negative regulation of coagulation","BP"
"11101","GO:0044062",0.00357106266691147,"regulation of excretion","BP"
"13814","GO:0055072",0.00359061690179351,"iron ion homeostasis","BP"
"11150","GO:0044262",0.00359855957870152,"cellular carbohydrate metabolic process","BP"
"3351","GO:0006935",0.00360213796336675,"chemotaxis","BP"
"16553","GO:0090066",0.00363227825644505,"regulation of anatomical structure size","BP"
"3362","GO:0006953",0.00364111106620857,"acute-phase response","BP"
"8419","GO:0032880",0.00366268697771409,"regulation of protein localization","BP"
"8428","GO:0032892",0.00368514197273043,"positive regulation of organic acid transport","BP"
"10686","GO:0043114",0.0037056658725595,"regulation of vascular permeability","BP"
"10788","GO:0043277",0.00371260171415769,"apoptotic cell clearance","BP"
"20530","GO:1905954",0.00371718518376094,"positive regulation of lipid localization","BP"
"10186","GO:0042045",0.0037260368054653,"epithelial fluid transport","BP"
"3316","GO:0006883",0.00372889445673591,"cellular sodium ion homeostasis","BP"
"16445","GO:0086003",0.00374994039488156,"cardiac muscle cell contraction","BP"
"13080","GO:0050982",0.00375991520588662,"detection of mechanical stimulus","BP"
"10205","GO:0042098",0.00378244652917631,"T cell proliferation","BP"
"4353","GO:0009582",0.00378694620283178,"detection of abiotic stimulus","BP"
"1022","GO:0002460",0.00379350529955651,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"13362","GO:0051452",0.00380148244036083,"intracellular pH reduction","BP"
"6259","GO:0019220",0.00380255693031815,"regulation of phosphate metabolic process","BP"
"19917","GO:1904659",0.0038409532770485,"glucose transmembrane transport","BP"
"13777","GO:0055002",0.00384866535676067,"striated muscle cell development","BP"
"8508","GO:0033008",0.0038512649984152,"positive regulation of mast cell activation involved in immune response","BP"
"10806","GO:0043306",0.0038512649984152,"positive regulation of mast cell degranulation","BP"
"9835","GO:0036151",0.00385187852192001,"phosphatidylcholine acyl-chain remodeling","BP"
"10906","GO:0043491",0.00385868425707789,"protein kinase B signaling","BP"
"16088","GO:0072110",0.00386596848197292,"glomerular mesangial cell proliferation","BP"
"13308","GO:0051346",0.00387532779861071,"negative regulation of hydrolase activity","BP"
"19033","GO:1902882",0.00389559346889688,"regulation of response to oxidative stress","BP"
"13990","GO:0060193",0.00390944223983807,"positive regulation of lipase activity","BP"
"9369","GO:0035306",0.00392619766437834,"positive regulation of dephosphorylation","BP"
"16640","GO:0090192",0.00393452665300235,"regulation of glomerulus development","BP"
"19516","GO:1903818",0.00395267110427194,"positive regulation of voltage-gated potassium channel activity","BP"
"10302","GO:0042310",0.0039532044547804,"vasoconstriction","BP"
"11646","GO:0045722",0.00396655291567991,"positive regulation of gluconeogenesis","BP"
"9284","GO:0035094",0.00398932038993084,"response to nicotine","BP"
"13211","GO:0051174",0.00399714343902882,"regulation of phosphorus metabolic process","BP"
"3064","GO:0006527",0.00402854948247622,"arginine catabolic process","BP"
"13776","GO:0055001",0.0040421477626368,"muscle cell development","BP"
"4566","GO:0010460",0.0040516132574556,"positive regulation of heart rate","BP"
"16171","GO:0072239",0.00407894061316721,"metanephric glomerulus vasculature development","BP"
"4133","GO:0009068",0.00408239168890445,"aspartate family amino acid catabolic process","BP"
"7058","GO:0030282",0.00408678839926747,"bone mineralization","BP"
"19090","GO:1902991",0.00409791649887468,"regulation of amyloid precursor protein catabolic process","BP"
"15675","GO:0071385",0.00412294367447315,"cellular response to glucocorticoid stimulus","BP"
"18793","GO:1902224",0.00414766732990709,"ketone body metabolic process","BP"
"12993","GO:0050849",0.00414920417314854,"negative regulation of calcium-mediated signaling","BP"
"19470","GO:1903729",0.00416430373047415,"regulation of plasma membrane organization","BP"
"4180","GO:0009135",0.00419959585448973,"purine nucleoside diphosphate metabolic process","BP"
"4221","GO:0009179",0.00419959585448973,"purine ribonucleoside diphosphate metabolic process","BP"
"19250","GO:1903307",0.00422704456145082,"positive regulation of regulated secretory pathway","BP"
"10313","GO:0042330",0.00426564075686435,"taxis","BP"
"4771","GO:0010810",0.00427315217555258,"regulation of cell-substrate adhesion","BP"
"13266","GO:0051279",0.00428534824484619,"regulation of release of sequestered calcium ion into cytosol","BP"
"4177","GO:0009132",0.00428988068596973,"nucleoside diphosphate metabolic process","BP"
"11620","GO:0045661",0.00431240487812146,"regulation of myoblast differentiation","BP"
"4399","GO:0009743",0.00440632883814924,"response to carbohydrate","BP"
"12994","GO:0050850",0.00443270556675008,"positive regulation of calcium-mediated signaling","BP"
"5329","GO:0015749",0.0044616806910401,"monosaccharide transmembrane transport","BP"
"10208","GO:0042102",0.00447802800799742,"positive regulation of T cell proliferation","BP"
"12585","GO:0048522",0.00451530417538579,"positive regulation of cellular process","BP"
"21177","GO:2000553",0.00451703481666656,"positive regulation of T-helper 2 cell cytokine production","BP"
"4588","GO:0010511",0.00452620529642804,"regulation of phosphatidylinositol biosynthetic process","BP"
"1072","GO:0002548",0.00452731171326325,"monocyte chemotaxis","BP"
"9002","GO:0034368",0.004590043666583,"protein-lipid complex remodeling","BP"
"9003","GO:0034369",0.004590043666583,"plasma lipoprotein particle remodeling","BP"
"3637","GO:0007567",0.00460979333536669,"parturition","BP"
"18650","GO:1901844",0.00464841684734715,"regulation of cell communication by electrical coupling involved in cardiac conduction","BP"
"12692","GO:0048709",0.00464921722181754,"oligodendrocyte differentiation","BP"
"16702","GO:0090280",0.00465131802669362,"positive regulation of calcium ion import","BP"
"11941","GO:0046365",0.00465618383992475,"monosaccharide catabolic process","BP"
"525","GO:0001666",0.00467667671962452,"response to hypoxia","BP"
"10951","GO:0043550",0.00469484906522639,"regulation of lipid kinase activity","BP"
"11363","GO:0045017",0.00474308765155764,"glycerolipid biosynthetic process","BP"
"9715","GO:0035930",0.00475213360499918,"corticosteroid hormone secretion","BP"
"5455","GO:0015988",0.00476161173144306,"energy coupled proton transmembrane transport, against electrochemical gradient","BP"
"5456","GO:0015990",0.00476161173144306,"electron transport coupled proton transport","BP"
"5502","GO:0016081",0.00479676403187701,"synaptic vesicle docking","BP"
"4173","GO:0009128",0.00479803925800433,"purine nucleoside monophosphate catabolic process","BP"
"10224","GO:0042133",0.00482304977065512,"neurotransmitter metabolic process","BP"
"15030","GO:0070167",0.00482367670435858,"regulation of biomineral tissue development","BP"
"17923","GO:0110149",0.00482367670435858,"regulation of biomineralization","BP"
"18570","GO:1901616",0.00483165251606483,"organic hydroxy compound catabolic process","BP"
"5012","GO:0014743",0.0048455334805259,"regulation of muscle hypertrophy","BP"
"4672","GO:0010649",0.00485214451175892,"regulation of cell communication by electrical coupling","BP"
"3159","GO:0006638",0.00486032439005219,"neutral lipid metabolic process","BP"
"3160","GO:0006639",0.00486032439005219,"acylglycerol metabolic process","BP"
"7552","GO:0031343",0.00487811225602449,"positive regulation of cell killing","BP"
"10447","GO:0042593",0.00488046525951673,"glucose homeostasis","BP"
"7139","GO:0030431",0.00488521876111804,"sleep","BP"
"11983","GO:0046469",0.00494036556228135,"platelet activating factor metabolic process","BP"
"522","GO:0001662",0.00498267486219454,"behavioral fear response","BP"
"21182","GO:2000563",0.00498314915640295,"positive regulation of CD4-positive, alpha-beta T cell proliferation","BP"
"21453","GO:2001186",0.00499689586267847,"negative regulation of CD8-positive, alpha-beta T cell activation","BP"
"7931","GO:0032103",0.00501849211495628,"positive regulation of response to external stimulus","BP"
"1379","GO:0003176",0.00502145147311329,"aortic valve development","BP"
"9048","GO:0034440",0.00502407266696569,"lipid oxidation","BP"
"1205","GO:0002793",0.00502455555117048,"positive regulation of peptide secretion","BP"
"6807","GO:0022408",0.00502535144985623,"negative regulation of cell-cell adhesion","BP"
"18713","GO:1902003",0.00508376317600181,"regulation of amyloid-beta formation","BP"
"11994","GO:0046485",0.00513505260334257,"ether lipid metabolic process","BP"
"6808","GO:0022409",0.00516512637882071,"positive regulation of cell-cell adhesion","BP"
"17083","GO:0097396",0.00517287553305505,"response to interleukin-17","BP"
"17084","GO:0097398",0.00517287553305505,"cellular response to interleukin-17","BP"
"17085","GO:0097400",0.00517287553305505,"interleukin-17-mediated signaling pathway","BP"
"7678","GO:0031580",0.0052703131675542,"membrane raft distribution","BP"
"3245","GO:0006766",0.00528915772644036,"vitamin metabolic process","BP"
"8119","GO:0032417",0.0053112290251897,"positive regulation of sodium:proton antiporter activity","BP"
"14506","GO:0061045",0.00535709794195039,"negative regulation of wound healing","BP"
"11414","GO:0045124",0.00536274358824981,"regulation of bone resorption","BP"
"700","GO:0001936",0.00539190608029113,"regulation of endothelial cell proliferation","BP"
"4302","GO:0009310",0.00542301827241671,"amine catabolic process","BP"
"19034","GO:1902883",0.00543099962485214,"negative regulation of response to oxidative stress","BP"
"8967","GO:0034311",0.005452013457972,"diol metabolic process","BP"
"11763","GO:0045933",0.00545312915754493,"positive regulation of muscle contraction","BP"
"3469","GO:0007162",0.00547076133808899,"negative regulation of cell adhesion","BP"
"16560","GO:0090075",0.00549137966303917,"relaxation of muscle","BP"
"10948","GO:0043547",0.00550537313253161,"positive regulation of GTPase activity","BP"
"2815","GO:0006114",0.00550961700436713,"glycerol biosynthetic process","BP"
"745","GO:0001993",0.00552381587127532,"regulation of systemic arterial blood pressure by norepinephrine-epinephrine","BP"
"4831","GO:0010880",0.00555542807047531,"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","BP"
"8690","GO:0033500",0.00556513754189675,"carbohydrate homeostasis","BP"
"3622","GO:0007519",0.00557936109129495,"skeletal muscle tissue development","BP"
"14928","GO:0062237",0.00557973099047721,"protein localization to postsynapse","BP"
"15297","GO:0070633",0.00573312974563498,"transepithelial transport","BP"
"3635","GO:0007565",0.00578788297210381,"female pregnancy","BP"
"9613","GO:0035739",0.00584275148926517,"CD4-positive, alpha-beta T cell proliferation","BP"
"21180","GO:2000561",0.00584275148926517,"regulation of CD4-positive, alpha-beta T cell proliferation","BP"
"5002","GO:0014733",0.00585198005317796,"regulation of skeletal muscle adaptation","BP"
"15667","GO:0071375",0.00585221513843359,"cellular response to peptide hormone stimulus","BP"
"16451","GO:0086009",0.00591810519970213,"membrane repolarization","BP"
"13787","GO:0055013",0.00600333105932994,"cardiac muscle cell development","BP"
"2806","GO:0006105",0.00600837535526689,"succinate metabolic process","BP"
"11742","GO:0045907",0.00602988367427982,"positive regulation of vasoconstriction","BP"
"4739","GO:0010752",0.00604410566781763,"regulation of cGMP-mediated signaling","BP"
"13053","GO:0050921",0.00604599337499104,"positive regulation of chemotaxis","BP"
"149","GO:0000303",0.00605129168063736,"response to superoxide","BP"
"3720","GO:0008090",0.00610492528062817,"retrograde axonal transport","BP"
"19440","GO:1903672",0.00612706440655542,"positive regulation of sprouting angiogenesis","BP"
"13363","GO:0051453",0.00614578853162425,"regulation of intracellular pH","BP"
"8163","GO:0032469",0.00621740689777183,"endoplasmic reticulum calcium ion homeostasis","BP"
"12184","GO:0046888",0.00624728210157598,"negative regulation of hormone secretion","BP"
