"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7304","GO:0030881",0.00725407537569607,1,4,4,"beta-2-microglobulin binding","MF"
"1082","GO:0002573",0.00727434671245421,0.995576736215483,53,156,"myeloid leukocyte differentiation","BP"
"3620","GO:0007517",0.00730784776157598,0.994927708735322,92,304,"muscle organ development","BP"
"10226","GO:0042135",0.0073122394270119,0.998860113700068,7,11,"neurotransmitter catabolic process","BP"
"3131","GO:0006599",0.00732437152452943,1,4,4,"phosphagen metabolic process","BP"
"3134","GO:0006603",0.00732437152452943,1,4,4,"phosphocreatine metabolic process","BP"
"10344","GO:0042396",0.00732437152452943,1,4,4,"phosphagen biosynthetic process","BP"
"11910","GO:0046314",0.00732437152452943,1,4,4,"phosphocreatine biosynthetic process","BP"
"15099","GO:0070278",0.00738220138958631,0.998846886095668,7,11,"extracellular matrix constituent secretion","BP"
"3338","GO:0006911",0.0073880426792483,0.997107546175083,18,42,"phagocytosis, engulfment","BP"
"13593","GO:0051926",0.00740034677466493,0.997121726311145,18,41,"negative regulation of calcium ion transport","BP"
"10248","GO:0042175",0.00740476733958162,0.994016636947742,267,929,"nuclear outer membrane-endoplasmic reticulum membrane network","CC"
"21452","GO:2001185",0.0074477540673042,0.998834466456724,7,11,"regulation of CD8-positive, alpha-beta T cell activation","BP"
"21495","GO:2001258",0.00748961734088995,0.997415174865204,15,32,"negative regulation of cation channel activity","BP"
"699","GO:0001935",0.00749613529697539,0.995756637169687,41,119,"endothelial cell proliferation","BP"
"15951","GO:0071871",0.00755615116105274,0.998515080905233,8,14,"response to epinephrine","BP"
"18754","GO:1902107",0.0075728436186957,0.995762262142069,40,112,"positive regulation of leukocyte differentiation","BP"
"3516","GO:0007218",0.00757833942428192,0.996512875676078,25,60,"neuropeptide signaling pathway","BP"
"7235","GO:0030673",0.00760433408506447,0.998432860766715,8,15,"axolemma","CC"
"8471","GO:0032957",0.00761130918672884,0.999042460510146,6,9,"inositol trisphosphate metabolic process","BP"
"13572","GO:0051896",0.0076359523732844,0.995283720470861,55,167,"regulation of protein kinase B signaling","BP"
"1738","GO:0004115",0.00764409574631978,0.998695894736301,7,12,"3',5'-cyclic-AMP phosphodiesterase activity","MF"
"9001","GO:0034367",0.00771692713429072,0.998125822274079,10,18,"protein-containing complex remodeling","BP"
"19194","GO:1903201",0.00780457643173343,0.996499233636976,23,57,"regulation of oxidative stress-induced cell death","BP"
"3641","GO:0007584",0.0078067036217807,0.995453515748891,45,129,"response to nutrient","BP"
"16284","GO:0072525",0.00781404535256505,0.997539736494556,13,27,"pyridine-containing compound biosynthetic process","BP"
"10673","GO:0043087",0.00782843464044827,0.994286541451217,119,413,"regulation of GTPase activity","BP"
"80","GO:0000165",0.0078384090312245,0.993832807711953,206,717,"MAPK cascade","BP"
"10474","GO:0042641",0.00789050084949443,0.996152402831375,27,73,"actomyosin","CC"
"20791","GO:1990778",0.00794783503591947,0.99444576568628,94,307,"protein localization to cell periphery","BP"
"19135","GO:1903054",0.00798836318917532,0.998731113659764,7,11,"negative regulation of extracellular matrix organization","BP"
"20141","GO:1905056",0.00802302701744438,1,3,3,"calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration","MF"
"6219","GO:0019098",0.00807375355014031,0.997573024161213,12,25,"reproductive behavior","BP"
"17722","GO:0099637",0.00808421022807225,0.996684113627546,19,46,"neurotransmitter receptor transport","BP"
"8871","GO:0034113",0.00808890272804207,0.996977285466918,16,38,"heterotypic cell-cell adhesion","BP"
"13077","GO:0050974",0.00808923623559694,0.997440748009873,13,27,"detection of mechanical stimulus involved in sensory perception","BP"
"8472","GO:0032958",0.00810630360611939,0.99774423805935,11,22,"inositol phosphate biosynthetic process","BP"
"1724","GO:0004090",0.0081225244427332,1,4,4,"carbonyl reductase (NADPH) activity","MF"
"4832","GO:0010881",0.00813753160007497,0.997942011304165,10,19,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","BP"
"16455","GO:0086013",0.00814681297478379,0.997939274096632,10,19,"membrane repolarization during cardiac muscle cell action potential","BP"
"18365","GO:1901016",0.00815527522481262,0.996634318514581,19,47,"regulation of potassium ion transmembrane transporter activity","BP"
"15860","GO:0071674",0.00820259504303609,0.996572116673169,20,47,"mononuclear cell migration","BP"
"4690","GO:0010676",0.00825500694663315,0.996588634707795,19,47,"positive regulation of cellular carbohydrate metabolic process","BP"
"10786","GO:0043274",0.00827982328974,0.998344003449333,8,14,"phospholipase binding","MF"
"13781","GO:0055007",0.0082850024813526,0.995698325535124,31,88,"cardiac muscle cell differentiation","BP"
"5416","GO:0015908",0.00829402509176119,0.99596810862103,27,70,"fatty acid transport","BP"
"3156","GO:0006635",0.00834333302395342,0.995964362347529,27,68,"fatty acid beta-oxidation","BP"
"1150","GO:0002698",0.00835558586603415,0.99570671432532,31,82,"negative regulation of immune effector process","BP"
"10010","GO:0038024",0.00841673235837173,0.996316689600809,21,54,"cargo receptor activity","MF"
"2594","GO:0005765",0.00842147756039235,0.994037559162545,100,324,"lysosomal membrane","CC"
"17419","GO:0098852",0.00842147756039235,0.994037559162545,100,324,"lytic vacuole membrane","CC"
"13780","GO:0055006",0.00842402508295286,0.996128421354803,23,62,"cardiac cell development","BP"
"15634","GO:0071322",0.00843806502656633,0.995194522710631,41,117,"cellular response to carbohydrate stimulus","BP"
"10190","GO:0042056",0.00846006093795509,0.997913416152475,10,18,"chemoattractant activity","MF"
"2182","GO:0004890",0.00847611670577683,0.998297054601159,8,14,"GABA-A receptor activity","MF"
"18976","GO:1902711",0.00847611670577683,0.998297054601159,8,14,"GABA-A receptor complex","CC"
"4702","GO:0010712",0.00847774924553315,0.9970273656002,15,32,"regulation of collagen metabolic process","BP"
"3663","GO:0007616",0.008496704544861,0.997070547255846,14,32,"long-term memory","BP"
"16234","GO:0072376",0.00850410431867929,0.998086139629372,9,16,"protein activation cascade","BP"
"16235","GO:0072378",0.00850410431867929,0.998086139629372,9,16,"blood coagulation, fibrin clot formation","BP"
"15955","GO:0071875",0.00855015550270067,0.997600892601874,11,22,"adrenergic receptor signaling pathway","BP"
"2379","GO:0005253",0.00856656905703314,0.996094120331097,23,59,"anion channel activity","MF"
"13595","GO:0051930",0.00858758292954598,0.997260203702294,13,27,"regulation of sensory perception of pain","BP"
"17334","GO:0098703",0.0086407290400542,0.997975092785409,9,17,"calcium ion import across plasma membrane","BP"
"18960","GO:1902656",0.0086407290400542,0.997975092785409,9,17,"calcium ion import into cytosol","BP"
"596","GO:0001780",0.00866179169479862,0.998482995831505,7,12,"neutrophil homeostasis","BP"
"1453","GO:0003298",0.00867816785229385,0.997559315078664,11,22,"physiological muscle hypertrophy","BP"
"1456","GO:0003301",0.00867816785229385,0.997559315078664,11,22,"physiological cardiac muscle hypertrophy","BP"
"14509","GO:0061049",0.00867816785229385,0.997559315078664,11,22,"cell growth involved in cardiac muscle cell development","BP"
"6980","GO:0030170",0.00870691685256836,0.996440348455452,19,44,"pyridoxal phosphate binding","MF"
"15100","GO:0070279",0.00870691685256836,0.996440348455452,19,44,"vitamin B6 binding","MF"
"8133","GO:0032432",0.00871948445569773,0.995786328801926,26,69,"actin filament bundle","CC"
"17709","GO:0099622",0.00874905330929653,0.997002781056594,14,31,"cardiac muscle cell membrane repolarization","BP"
"21159","GO:2000516",0.00875137793082741,0.997383925239038,12,24,"positive regulation of CD4-positive, alpha-beta T cell activation","BP"
"19956","GO:1904724",0.00880127050147405,0.996686181973785,17,36,"tertiary granule lumen","CC"
"682","GO:0001912",0.00882340092681187,0.997359178903339,12,24,"positive regulation of leukocyte mediated cytotoxicity","BP"
"16496","GO:0086065",0.00882698772914828,0.996209918965141,20,51,"cell communication involved in cardiac conduction","BP"
"5688","GO:0016485",0.00883942302156595,0.99445492167128,57,170,"protein processing","BP"
"4283","GO:0009260",0.00886459736969236,0.994444987394169,57,168,"ribonucleotide biosynthetic process","BP"
"5879","GO:0016835",0.00888361956375429,0.995704573141344,27,66,"carbon-oxygen lyase activity","MF"
"19123","GO:1903038",0.008935328915125,0.995383349898995,31,82,"negative regulation of leukocyte cell-cell adhesion","BP"
"13818","GO:0055076",0.00893643189476218,0.995161411537649,35,96,"transition metal ion homeostasis","BP"
"3836","GO:0008285",0.00899363651754796,0.993144574239785,156,530,"negative regulation of cell population proliferation","BP"
"13100","GO:0051015",0.00899704194364773,0.994366766884147,55,174,"actin filament binding","MF"
"1156","GO:0002704",0.00901914130699778,0.996971178836276,14,29,"negative regulation of leukocyte mediated immunity","BP"
"19943","GO:1904705",0.0090388396153732,0.996356652431873,18,43,"regulation of vascular associated smooth muscle cell proliferation","BP"
"20825","GO:1990874",0.0090388396153732,0.996356652431873,18,43,"vascular associated smooth muscle cell proliferation","BP"
"16283","GO:0072524",0.00905034501513173,0.99676600240685,15,33,"pyridine-containing compound metabolic process","BP"
"13135","GO:0051056",0.00905196074581924,0.993721414499758,86,294,"regulation of small GTPase mediated signal transduction","BP"
"18367","GO:1901018",0.00908018242790695,0.997599377264774,10,20,"positive regulation of potassium ion transmembrane transporter activity","BP"
"5217","GO:0015291",0.00918267092809754,0.99423138084911,56,173,"secondary active transmembrane transporter activity","MF"
"595","GO:0001779",0.00930082358690209,0.997791587454102,9,17,"natural killer cell differentiation","BP"
"16354","GO:0072676",0.00930632319712435,0.995825067571706,22,55,"lymphocyte migration","BP"
"2600","GO:0005771",0.00931890705410354,0.996051748432505,20,47,"multivesicular body","CC"
"7421","GO:0031094",0.00934777985584761,0.998615011779398,6,10,"platelet dense tubular network","CC"
"802","GO:0002074",0.00936870145573588,1,3,3,"extraocular skeletal muscle development","BP"
"15083","GO:0070252",0.00939892957477589,0.994999052552644,32,93,"actin-mediated cell contraction","BP"
"16441","GO:0085029",0.00940217632102858,0.996421466921716,16,38,"extracellular matrix assembly","BP"
"13377","GO:0051482",0.00944971066472884,0.997549720016179,10,19,"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","BP"
"557","GO:0001725",0.00948734852758954,0.995533229531052,24,63,"stress fiber","CC"
"17146","GO:0097517",0.00948734852758954,0.995533229531052,24,63,"contractile actin filament bundle","CC"
"8066","GO:0032355",0.00955283860206626,0.994524316042275,41,115,"response to estradiol","BP"
"1017","GO:0002449",0.00957317052975367,0.99408985171181,53,154,"lymphocyte mediated immunity","BP"
"13050","GO:0050918",0.00959323934602944,0.996106724577789,18,43,"positive chemotaxis","BP"
"3981","GO:0008526",0.00959500132688346,0.998724623436165,6,9,"phosphatidylinositol transfer activity","MF"
"15673","GO:0071383",0.00959538703640018,0.993959883562437,56,172,"cellular response to steroid hormone stimulus","BP"
"3920","GO:0008429",0.0096067051794795,0.998412407426798,7,11,"phosphatidylethanolamine binding","MF"
"818","GO:0002093",0.00962510564544856,0.998017836290725,8,14,"auditory receptor cell morphogenesis","BP"
"9875","GO:0036296",0.00965040892895555,0.996869912549464,13,27,"response to increased oxygen levels","BP"
"588","GO:0001772",0.00967277596854276,0.996818116703533,13,28,"immunological synapse","CC"
"13246","GO:0051250",0.00967319986515356,0.994688506372089,36,98,"negative regulation of lymphocyte activation","BP"
"18744","GO:1902083",0.00968274844755703,0.99948279842429,4,5,"negative regulation of peptidyl-cysteine S-nitrosylation","BP"
"6861","GO:0023014",0.00971741551209045,0.992299820620027,207,725,"signal transduction by protein phosphorylation","BP"
"6786","GO:0022008",0.00983779856982099,0.991721279119328,379,1430,"neurogenesis","BP"
"13303","GO:0051341",0.00987491399893151,0.994972267392062,29,77,"regulation of oxidoreductase activity","BP"
"8476","GO:0032963",0.00990357625152146,0.994956408147158,29,77,"collagen metabolic process","BP"
"3597","GO:0007417",0.00990405156296728,0.991992259445594,245,893,"central nervous system development","BP"
"3739","GO:0008121",0.0099339187134939,0.998901459084489,6,8,"ubiquinol-cytochrome-c reductase activity","MF"
"5795","GO:0016681",0.0099339187134939,0.998901459084489,6,8,"oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor","MF"
"2286","GO:0005088",0.0099498763277587,0.994440356958701,36,110,"Ras guanyl-nucleotide exchange factor activity","MF"
"17153","GO:0097530",0.00998957582195326,0.994920177987445,29,76,"granulocyte migration","BP"
"1305","GO:0003014",0.0100273224746818,0.994550531912874,34,96,"renal system process","BP"
"12552","GO:0048403",0.0100427756270316,1,3,3,"brain-derived neurotrophic factor binding","MF"
"6818","GO:0022604",0.0100726216011306,0.992480504871353,129,454,"regulation of cell morphogenesis","BP"
"4036","GO:0008643",0.0100826760835456,0.994304698531539,38,110,"carbohydrate transport","BP"
"3221","GO:0006721",0.0101001945289247,0.994792064656122,30,79,"terpenoid metabolic process","BP"
"6850","GO:0022851",0.0101039319729257,0.998171629652232,7,12,"GABA-gated chloride ion channel activity","MF"
"6929","GO:0030100",0.0101626172854022,0.993470568001872,60,186,"regulation of endocytosis","BP"
"12889","GO:0050663",0.0101671397403635,0.995978691677583,17,40,"cytokine secretion","BP"
"16520","GO:0086100",0.0101711047187183,0.999007200530215,5,7,"endothelin receptor signaling pathway","BP"
"4401","GO:0009746",0.0101818053349452,0.993664760716252,53,160,"response to hexose","BP"
"9344","GO:0035259",0.0102375284710479,0.997766483478545,8,15,"glucocorticoid receptor binding","MF"
"8478","GO:0032965",0.0102425652425522,0.996649539290095,13,27,"regulation of collagen biosynthetic process","BP"
"1383","GO:0003180",0.0102814460275438,0.996972222938832,11,23,"aortic valve morphogenesis","BP"
"4689","GO:0010675",0.0103380503606239,0.99400296762047,41,121,"regulation of cellular carbohydrate metabolic process","BP"
"5543","GO:0016188",0.0103453997674655,0.998118458355411,7,12,"synaptic vesicle maturation","BP"
"21345","GO:2000831",0.010352437244549,0.99826118127126,7,11,"regulation of steroid hormone secretion","BP"
"17633","GO:0099508",0.0103770620500576,1,3,3,"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential","MF"
"1723","GO:0004089",0.0103979356971187,0.998251870425774,7,11,"carbonate dehydratase activity","MF"
"6450","GO:0019852",0.0104340904320449,0.998244464900216,7,11,"L-ascorbic acid metabolic process","BP"
"12968","GO:0050802",0.0104341561169002,0.997563085489317,9,16,"circadian sleep/wake cycle, sleep","BP"
"13919","GO:0060075",0.0104394766903057,0.998973715234187,5,7,"regulation of resting membrane potential","BP"
"6516","GO:0019992",0.0104451619811798,0.998096407310588,7,12,"diacylglycerol binding","MF"
"16443","GO:0086001",0.0104651968589129,0.99507307358971,23,63,"cardiac muscle cell action potential","BP"
"6973","GO:0030162",0.0104865833471264,0.991908815192207,165,556,"regulation of proteolysis","BP"
"8237","GO:0032591",0.0105407161828487,0.997687264041089,8,15,"dendritic spine membrane","CC"
"6012","GO:0017124",0.0105444649023947,0.993912366300784,40,119,"SH3 domain binding","MF"
"761","GO:0002021",0.0106296592837589,0.997414660807109,9,17,"response to dietary excess","BP"
"10001","GO:0038001",0.0106343362464136,0.999414574247298,4,5,"paracrine signaling","BP"
"5905","GO:0016878",0.0106362608269449,0.996911090858588,11,22,"acid-thiol ligase activity","MF"
"3721","GO:0008091",0.010643615260392,0.998733999288856,5,8,"spectrin","CC"
"7029","GO:0030234",0.0106456828425614,0.991407638001032,239,843,"enzyme regulator activity","MF"
"10674","GO:0043090",0.0106625041877609,0.99587824592031,16,38,"amino acid import","BP"
"11593","GO:0045628",0.0107215850891689,0.998536247963115,6,9,"regulation of T-helper 2 cell differentiation","BP"
"11723","GO:0045861",0.0107584244290158,0.992768764499849,73,225,"negative regulation of proteolysis","BP"
"6478","GO:0019899",0.0107644186464859,0.990711002213798,528,1990,"enzyme binding","MF"
"1142","GO:0002690",0.0107751229653081,0.994821083838172,25,63,"positive regulation of leukocyte chemotaxis","BP"
"967","GO:0002367",0.0107806973144431,0.994715980817025,26,67,"cytokine production involved in immune response","BP"
"8404","GO:0032839",0.0107941924805051,0.996157396770626,14,32,"dendrite cytoplasm","CC"
"17039","GO:0097305",0.0108108781313706,0.993059375033467,59,182,"response to alcohol","BP"
"5958","GO:0017014",0.0108475929886873,0.998006968411981,7,12,"protein nitrosylation","BP"
"6083","GO:0018119",0.0108475929886873,0.998006968411981,7,12,"peptidyl-cysteine S-nitrosylation","BP"
"680","GO:0001910",0.0108703660526962,0.996022161945575,15,33,"regulation of leukocyte mediated cytotoxicity","BP"
"19467","GO:1903725",0.0108757770160904,0.994465795864337,28,76,"regulation of phospholipid metabolic process","BP"
"18477","GO:1901343",0.0108769247861256,0.993977868975222,35,101,"negative regulation of vasculature development","BP"
"19037","GO:1902893",0.0109144995450995,0.995591685786296,17,42,"regulation of pri-miRNA transcription by RNA polymerase II","BP"
"18396","GO:1901136",0.0109666052235566,0.993136008738521,54,158,"carbohydrate derivative catabolic process","BP"
"7817","GO:0031904",0.0110595687918557,0.996768115250634,11,22,"endosome lumen","CC"
"17107","GO:0097449",0.0111305919492507,0.997186620974616,9,18,"astrocyte projection","CC"
"12046","GO:0046596",0.0112268634259806,0.996515889552951,12,24,"regulation of viral entry into host cell","BP"
"1257","GO:0002888",0.0112586939273083,0.996444155041288,12,25,"positive regulation of myeloid leukocyte mediated immunity","BP"
"11293","GO:0044754",0.0112625295452836,0.998443928961856,6,9,"autolysosome","CC"
"4730","GO:0010743",0.0113222409445954,0.996893836061073,10,20,"regulation of macrophage derived foam cell differentiation","BP"
"17801","GO:0102567",0.0113252147241892,0.997591863781165,8,14,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)","MF"
"17802","GO:0102568",0.0113252147241892,0.997591863781165,8,14,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)","MF"
"687","GO:0001917",0.0113280428372737,0.995313350759903,18,43,"photoreceptor inner segment","CC"
"2005","GO:0004622",0.0113770899054887,0.996955646612689,10,19,"lysophospholipase activity","MF"
"4679","GO:0010660",0.011392706861793,0.994895645156248,21,52,"regulation of muscle cell apoptotic process","BP"
"11663","GO:0045744",0.0114113238956853,0.995455088965074,17,39,"negative regulation of G protein-coupled receptor signaling pathway","BP"
"7600","GO:0031430",0.0114297653034725,0.996859315518702,10,20,"M band","CC"
"3409","GO:0007031",0.0114305339426485,0.994055989072594,30,78,"peroxisome organization","BP"
"4247","GO:0009206",0.0114443717335316,0.994583734884609,24,59,"purine ribonucleoside triphosphate biosynthetic process","BP"
"597","GO:0001781",0.0114856099678123,0.999351741808255,4,5,"neutrophil apoptotic process","BP"
"8521","GO:0033029",0.0114856099678123,0.999351741808255,4,5,"regulation of neutrophil apoptotic process","BP"
"19369","GO:1903539",0.0115076459877976,0.995350402477451,17,41,"protein localization to postsynaptic membrane","BP"
"4523","GO:0010248",0.0115129049899414,0.998400804256507,6,9,"establishment or maintenance of transmembrane electrochemical gradient","BP"
"1470","GO:0003330",0.0115154660645793,0.998836971251179,5,7,"regulation of extracellular matrix constituent secretion","BP"
"3648","GO:0007597",0.0115219149728456,0.99839924778637,6,9,"blood coagulation, intrinsic pathway","BP"
"8630","GO:0033239",0.0115502390457398,0.99934690431822,4,5,"negative regulation of cellular amine metabolic process","BP"
"18489","GO:1901381",0.0115987914557032,0.995792222671017,14,33,"positive regulation of potassium ion transmembrane transport","BP"
"15210","GO:0070471",0.0116485945065924,0.998377330443492,6,9,"uterine smooth muscle contraction","BP"
"13342","GO:0051414",0.0116513063923656,0.999339320719511,4,5,"response to cortisol","BP"
"12218","GO:0046950",0.0116611314328203,0.998375157984824,6,9,"cellular ketone body metabolic process","BP"
"11637","GO:0045687",0.0116654165007339,0.995341427135395,17,39,"positive regulation of glial cell differentiation","BP"
"5927","GO:0016903",0.0116804498153174,0.995644698368139,15,34,"oxidoreductase activity, acting on the aldehyde or oxo group of donors","MF"
"677","GO:0001906",0.0117038563220067,0.994145859734451,27,69,"cell killing","BP"
"4531","GO:0010269",0.0117327488283138,0.998808887385185,5,7,"response to selenium ion","BP"
"11057","GO:0043949",0.0118713669233125,0.995185394782706,17,41,"regulation of cAMP-mediated signaling","BP"
"3833","GO:0008282",0.011882246751633,1,3,3,"inward rectifying potassium channel","CC"
"16699","GO:0090277",0.011886547909205,0.994015313662218,27,71,"positive regulation of peptide hormone secretion","BP"
"3368","GO:0006959",0.011889043889005,0.993524080508529,34,89,"humoral immune response","BP"
"10644","GO:0043030",0.0118924567029333,0.99533970610128,16,38,"regulation of macrophage activation","BP"
"13327","GO:0051385",0.0118927376218846,0.996212650062651,12,25,"response to mineralocorticoid","BP"
"11791","GO:0045981",0.0119648120218482,0.995307781135306,16,38,"positive regulation of nucleotide metabolic process","BP"
"18337","GO:1900544",0.0119648120218482,0.995307781135306,16,38,"positive regulation of purine nucleotide metabolic process","BP"
"2854","GO:0006195",0.0119837523110572,0.995039470037147,18,42,"purine nucleotide catabolic process","BP"
"10215","GO:0042116",0.0120467812276838,0.994080357548018,25,67,"macrophage activation","BP"
"7184","GO:0030547",0.0120600363233102,0.99674048993913,10,19,"receptor inhibitor activity","MF"
"8558","GO:0033093",0.0120729739288086,0.99930743696747,4,5,"Weibel-Palade body","CC"
"17484","GO:0098936",0.0120756429335923,0.993118639867834,37,110,"intrinsic component of postsynaptic membrane","CC"
"12921","GO:0050709",0.0121281722672752,0.994068859758959,25,65,"negative regulation of protein secretion","BP"
"15113","GO:0070301",0.0121620713529915,0.993601883345403,30,81,"cellular response to hydrogen peroxide","BP"
"5014","GO:0014745",0.0121778781875823,0.998078858843545,6,10,"negative regulation of muscle adaptation","BP"
"9656","GO:0035813",0.0122009680982477,0.997366937195978,8,14,"regulation of renal sodium excretion","BP"
"269","GO:0000768",0.0122091304504904,0.995199788081719,16,38,"syncytium formation by plasma membrane fusion","BP"
"18069","GO:0140253",0.0122091304504904,0.995199788081719,16,38,"cell-cell fusion","BP"
"6827","GO:0022617",0.0122291521681425,0.994435184205217,21,54,"extracellular matrix disassembly","BP"
"11135","GO:0044224",0.0122995793171238,0.998055024896992,6,10,"juxtaparanode region of axon","CC"
"12899","GO:0050678",0.012322504235424,0.991430092820839,82,268,"regulation of epithelial cell proliferation","BP"
"6480","GO:0019901",0.0123544566867351,0.990388962998736,166,583,"protein kinase binding","MF"
"10363","GO:0042426",0.012409435375026,0.999281717439377,4,5,"choline catabolic process","BP"
"13596","GO:0051931",0.0124420929472825,0.995757306486871,13,28,"regulation of sensory perception","BP"
"8310","GO:0032700",0.0125179952250031,0.998225253261042,6,9,"negative regulation of interleukin-17 production","BP"
"10609","GO:0042983",0.0125464768211092,0.997277226877976,8,14,"amyloid precursor protein biosynthetic process","BP"
"10610","GO:0042984",0.0125464768211092,0.997277226877976,8,14,"regulation of amyloid precursor protein biosynthetic process","BP"
"8505","GO:0033005",0.0125706708914322,0.997270924855289,8,14,"positive regulation of mast cell activation","BP"
"2464","GO:0005518",0.0126109950372851,0.994100593225529,22,58,"collagen binding","MF"
"5288","GO:0015669",0.0126122162148122,0.997417405605967,8,13,"gas transport","BP"
"673","GO:0001893",0.012640070027519,0.995448257577775,14,31,"maternal placenta development","BP"
"1157","GO:0002705",0.0126565487595724,0.993165556856963,32,87,"positive regulation of leukocyte mediated immunity","BP"
"16878","GO:0097006",0.0126682084266696,0.993778667491235,25,65,"regulation of plasma lipoprotein particle levels","BP"
"11977","GO:0046462",0.0126825402228291,0.998196151402329,6,9,"monoacylglycerol metabolic process","BP"
"19438","GO:1903670",0.0127009297299088,0.993939181509158,23,61,"regulation of sprouting angiogenesis","BP"
"11567","GO:0045595",0.012806879955614,0.989106752532138,406,1516,"regulation of cell differentiation","BP"
"15883","GO:0071706",0.0129146406108919,0.993170488438236,30,81,"tumor necrosis factor superfamily cytokine production","BP"
"12160","GO:0046850",0.0129317472779038,0.994700596666005,17,41,"regulation of bone remodeling","BP"
"10642","GO:0043028",0.0129527469911586,0.995319891373109,14,31,"cysteine-type endopeptidase regulator activity involved in apoptotic process","MF"
"10451","GO:0042599",0.0129554958513052,0.998147656489087,6,9,"lamellar body","CC"
"17321","GO:0098684",0.01296708200688,0.998646479588147,5,7,"photoreceptor ribbon synapse","CC"
"9714","GO:0035929",0.0129695190377462,0.997166659626566,8,14,"steroid hormone secretion","BP"
"5772","GO:0016638",0.0129907700490894,0.996722467427303,9,17,"oxidoreductase activity, acting on the CH-NH2 group of donors","MF"
"13172","GO:0051124",0.0129992747858325,0.998367954565577,5,8,"synaptic growth at neuromuscular junction","BP"
"15827","GO:0071621",0.0130041305324077,0.993597494288459,25,65,"granulocyte chemotaxis","BP"
"4942","GO:0014015",0.0130258211396991,0.993693606735654,24,62,"positive regulation of gliogenesis","BP"
"17685","GO:0099568",0.0130267396866039,0.991207428338553,69,228,"cytoplasmic region","CC"
"16092","GO:0072124",0.0130340517178761,0.998637531840997,5,7,"regulation of glomerular mesangial cell proliferation","BP"
"8287","GO:0032660",0.0130655770833735,0.997141444091278,8,14,"regulation of interleukin-17 production","BP"
"4402","GO:0009749",0.013114237677235,0.991782232894853,51,155,"response to glucose","BP"
"807","GO:0002082",0.0131892259142109,0.995525024269286,13,27,"regulation of oxidative phosphorylation","BP"
"4127","GO:0009062",0.0132014273293611,0.992563351900817,36,99,"fatty acid catabolic process","BP"
"7365","GO:0031004",0.0132148234226208,1,3,3,"potassium ion-transporting ATPase complex","CC"
"5767","GO:0016624",0.0132465938440255,0.998609043667192,5,7,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF"
"11770","GO:0045940",0.013258891774534,0.996642186792762,9,17,"positive regulation of steroid metabolic process","BP"
"13956","GO:0060143",0.0132763232300001,0.997085982248919,8,14,"positive regulation of syncytium formation by plasma membrane fusion","BP"
"21352","GO:2000846",0.0133073990401221,0.998084736672806,6,9,"regulation of corticosteroid hormone secretion","BP"
"8331","GO:0032736",0.0133560258667221,0.99859432244327,5,7,"positive regulation of interleukin-13 production","BP"
"15953","GO:0071873",0.013369267199128,1,3,3,"response to norepinephrine","BP"
"17928","GO:0110165",0.0133948391424538,0.989582818199516,3436,13585,"cellular anatomical entity","CC"
"16990","GO:0097191",0.0134037999098217,0.991221530648537,61,188,"extrinsic apoptotic signaling pathway","BP"
"21275","GO:2000722",0.0134270618555249,1,3,3,"regulation of cardiac vascular smooth muscle cell differentiation","BP"
"5752","GO:0016597",0.0134619047152546,0.994124406874758,19,47,"amino acid binding","MF"
"5422","GO:0015914",0.0134798083065829,0.993086282496277,27,74,"phospholipid transport","BP"
"10387","GO:0042476",0.0134877025266802,0.992629988619536,32,91,"odontogenesis","BP"
"5851","GO:0016790",0.013522027109311,0.99474084401783,16,35,"thiolester hydrolase activity","MF"
"11613","GO:0045654",0.013536010095257,0.998043623984265,6,9,"positive regulation of megakaryocyte differentiation","BP"
"9631","GO:0035771",0.0136142642886105,0.999187649147083,4,5,"interleukin-4-mediated signaling pathway","BP"
"663","GO:0001882",0.0136194801496007,0.99009714330097,104,333,"nucleoside binding","MF"
"2257","GO:0005017",0.013651534562379,1,3,3,"platelet-derived growth factor-activated receptor activity","MF"
"10557","GO:0042819",0.0137020633314523,1,3,3,"vitamin B6 biosynthetic process","BP"
"8653","GO:0033293",0.0137140108434414,0.994231712105564,18,42,"monocarboxylic acid binding","MF"
"8778","GO:0033693",0.0137146322276678,1,3,3,"neurofilament bundle assembly","BP"
"18395","GO:1901135",0.0137649984506934,0.988665546138088,273,964,"carbohydrate derivative metabolic process","BP"
"11529","GO:0045445",0.0137684254366234,0.99314672582563,25,67,"myoblast differentiation","BP"
"2266","GO:0005031",0.0137726213117753,0.998000878193946,6,9,"tumor necrosis factor-activated receptor activity","MF"
"9638","GO:0035788",0.013801841755606,1,3,3,"cell migration involved in metanephros development","BP"
"9639","GO:0035789",0.013801841755606,1,3,3,"metanephric mesenchymal cell migration","BP"
