"","category","over_represented_pvalue","term","ontology"
"13888","GO:0060041",0.0365472781179635,"retina development in camera-type eye","BP"
"12592","GO:0048535",0.0365973293484696,"lymph node development","BP"
"16933","GO:0097102",0.0366010512819331,"endothelial tip cell fate specification","BP"
"12544","GO:0048385",0.0368918842203204,"regulation of retinoic acid receptor signaling pathway","BP"
"18605","GO:1901673",0.0369880231519065,"regulation of mitotic spindle assembly","BP"
"2936","GO:0006342",0.0370885303364052,"chromatin silencing","BP"
"6536","GO:0021521",0.0371847026120645,"ventral spinal cord interneuron specification","BP"
"14247","GO:0060573",0.0371847026120645,"cell fate specification involved in pattern specification","BP"
"20660","GO:1990414",0.0374159274145206,"replication-born double-strand break repair via sister chromatid exchange","BP"
"13958","GO:0060148",0.0374623762409682,"positive regulation of posttranscriptional gene silencing","BP"
"20411","GO:1905663",0.0375046547980634,"positive regulation of telomerase RNA reverse transcriptase activity","BP"
"16421","GO:0080111",0.0376543699039528,"DNA demethylation","BP"
"327","GO:0000910",0.0381527670904369,"cytokinesis","BP"
"6676","GO:0021796",0.0382148635817538,"cerebral cortex regionalization","BP"
"16993","GO:0097194",0.0382444319891489,"execution phase of apoptosis","BP"
"18800","GO:1902232",0.0383481484998447,"regulation of positive thymic T cell selection","BP"
"21468","GO:2001223",0.0385615972629704,"negative regulation of neuron migration","BP"
"3448","GO:0007100",0.0388025395127374,"mitotic centrosome separation","BP"
"21003","GO:2000269",0.0394392700372989,"regulation of fibroblast apoptotic process","BP"
"7431","GO:0031109",0.0395689877928087,"microtubule polymerization or depolymerization","BP"
"21303","GO:2000768",0.039572586214435,"positive regulation of nephron tubule epithelial cell differentiation","BP"
"15740","GO:0071479",0.0396507391617344,"cellular response to ionizing radiation","BP"
"10986","GO:0043616",0.0397207863141703,"keratinocyte proliferation","BP"
"1449","GO:0003289",0.0397305029363123,"atrial septum primum morphogenesis","BP"
"6761","GO:0021952",0.0399032659369129,"central nervous system projection neuron axonogenesis","BP"
"9877","GO:0036298",0.039956913690129,"recombinational interstrand cross-link repair","BP"
"13877","GO:0060028",0.0399882020852408,"convergent extension involved in axis elongation","BP"
"1492","GO:0003357",0.0401313188940353,"noradrenergic neuron differentiation","BP"
"636","GO:0001837",0.0403157660967778,"epithelial to mesenchymal transition","BP"
"18702","GO:1901989",0.0403392672573097,"positive regulation of cell cycle phase transition","BP"
"9421","GO:0035405",0.0404271916468948,"histone-threonine phosphorylation","BP"
"17958","GO:0120063",0.0406751467499107,"stomach smooth muscle contraction","BP"
"2923","GO:0006309",0.0407020072825483,"apoptotic DNA fragmentation","BP"
"21211","GO:2000615",0.0409091035776121,"regulation of histone H3-K9 acetylation","BP"
"16124","GO:0072175",0.0412713486853215,"epithelial tube formation","BP"
"10331","GO:0042368",0.0415696696199067,"vitamin D biosynthetic process","BP"
"13357","GO:0051445",0.0416257003039003,"regulation of meiotic cell cycle","BP"
"11633","GO:0045683",0.0419657836971146,"negative regulation of epidermis development","BP"
"2895","GO:0006273",0.042156657568162,"lagging strand elongation","BP"
"16628","GO:0090179",0.0423229425805801,"planar cell polarity pathway involved in neural tube closure","BP"
"16409","GO:0075733",0.0426645754242518,"intracellular transport of virus","BP"
"13489","GO:0051704",0.0434844745395963,"multi-organism process","BP"
"20584","GO:1990145",0.0437263816234717,"maintenance of translational fidelity","BP"
"65","GO:0000132",0.0437983997709277,"establishment of mitotic spindle orientation","BP"
"12768","GO:0048872",0.0440115557416123,"homeostasis of number of cells","BP"
"12586","GO:0048523",0.0440545404021501,"negative regulation of cellular process","BP"
"11659","GO:0045740",0.0442146056660846,"positive regulation of DNA replication","BP"
"7445","GO:0031124",0.0442986387152999,"mRNA 3'-end processing","BP"
"14015","GO:0060236",0.044389915016178,"regulation of mitotic spindle organization","BP"
"16583","GO:0090103",0.0448266244406826,"cochlea morphogenesis","BP"
"14492","GO:0061029",0.0449063190391495,"eyelid development in camera-type eye","BP"
"15440","GO:0070925",0.0449843763076234,"organelle assembly","BP"
"7393","GO:0031058",0.0450949021285681,"positive regulation of histone modification","BP"
"6711","GO:0021859",0.045108109636259,"pyramidal neuron differentiation","BP"
"3550","GO:0007281",0.0454915623556394,"germ cell development","BP"
"19410","GO:1903608",0.0454962471536771,"protein localization to cytoplasmic stress granule","BP"
"15619","GO:0071300",0.0458449626534665,"cellular response to retinoic acid","BP"
"13156","GO:0051097",0.0460492446131543,"negative regulation of helicase activity","BP"
"11555","GO:0045578",0.0460807874030014,"negative regulation of B cell differentiation","BP"
"14681","GO:0061511",0.0461534772708676,"centriole elongation","BP"
"9396","GO:0035358",0.04617445326959,"regulation of peroxisome proliferator activated receptor signaling pathway","BP"
"4637","GO:0010606",0.0463823575547475,"positive regulation of cytoplasmic mRNA processing body assembly","BP"
"4945","GO:0014020",0.0464735592629302,"primary neural tube formation","BP"
"6618","GO:0021675",0.0466994654660454,"nerve development","BP"
"138","GO:0000288",0.0468719318439501,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"19918","GO:1904666",0.0470882978895878,"regulation of ubiquitin protein ligase activity","BP"
"7572","GO:0031393",0.0471408385214674,"negative regulation of prostaglandin biosynthetic process","BP"
"7997","GO:0032239",0.0472320849978013,"regulation of nucleobase-containing compound transport","BP"
"16750","GO:0090344",0.0474182599109143,"negative regulation of cell aging","BP"
"15426","GO:0070897",0.0475983369632558,"transcription preinitiation complex assembly","BP"
"4306","GO:0009314",0.04764950318644,"response to radiation","BP"
"17704","GO:0099607",0.0478154865074777,"lateral attachment of mitotic spindle microtubules to kinetochore","BP"
"21244","GO:2000653",0.0478664606586768,"regulation of genetic imprinting","BP"
"5618","GO:0016321",0.0480879069916208,"female meiosis chromosome segregation","BP"
"16662","GO:0090224",0.0481849245689273,"regulation of spindle organization","BP"
"16279","GO:0072520",0.0482326044340411,"seminiferous tubule development","BP"
"20960","GO:2000177",0.0486262081055432,"regulation of neural precursor cell proliferation","BP"
"7288","GO:0030858",0.0487102491275798,"positive regulation of epithelial cell differentiation","BP"
"8649","GO:0033280",0.04872355680852,"response to vitamin D","BP"
"6609","GO:0021649",0.0488612889997264,"vestibulocochlear nerve structural organization","BP"
"14703","GO:0061552",0.0488612889997264,"ganglion morphogenesis","BP"
"17073","GO:0097374",0.0488612889997264,"sensory neuron axon guidance","BP"
"20018","GO:1904835",0.0488612889997264,"dorsal root ganglion morphogenesis","BP"
"7045","GO:0030262",0.0489778057208775,"apoptotic nuclear changes","BP"
"14702","GO:0061551",0.0490387370610283,"trigeminal ganglion development","BP"
"14162","GO:0060430",0.0491759529984867,"lung saccule development","BP"
"9355","GO:0035278",0.0495007944244774,"miRNA mediated inhibition of translation","BP"
"10163","GO:0040033",0.0495007944244774,"negative regulation of translation, ncRNA-mediated","BP"
"11787","GO:0045974",0.0495007944244774,"regulation of translation, ncRNA-mediated","BP"
"6763","GO:0021954",0.0496648244762578,"central nervous system neuron development","BP"
"18996","GO:1902751",0.0497929284658712,"positive regulation of cell cycle G2/M phase transition","BP"
"13415","GO:0051573",0.0498957601875412,"negative regulation of histone H3-K9 methylation","BP"
