ENTREZID	ENSEMBL	SYMBOL	SRR1554534	SRR1554535	SRR1554568	SRR1554561	SRR1554567	SRR1554536	SRR1554541	SRR1554539	SRR1554538	SRR1554537
3155	ENSG00000117305	HMGCL	1152	2152	795	1432	1368	998	849	1104	1077	828
3156	ENSG00000113161	HMGCR	8126	16791	40310	13585	77146	1726	151258	19134	77514	45263
3157	ENSG00000112972	HMGCS1	12704	31134	71342	20056	107967	4730	241629	31433	116090	64736
3158	ENSG00000134240	HMGCS2	0	0	0	0	4	0	0	0	0	0
3159	ENSG00000137309	HMGA1	6049	5437	17753	7543	15425	559	14031	4757	12356	10684
316	ENSG00000138356	AOX1	74	94	266	112	597	157	292	97	220	110
3161	ENSG00000072571	HMMR	26	103	1232	40	875	8	273	62	822	760
3162	ENSG00000100292	HMOX1	176	411	258	234	229	190	140	164	329	210
3163	ENSG00000103415	HMOX2	11072	12617	3230	15076	6577	1325	8462	10503	5839	4573
3163	ENSG00000277424	HMOX2	11072	12617	3230	15076	6577	1325	8462	10503	5839	4573
3164	ENSG00000123358	NR4A1	5835	3461	2117	14814	1653	4994	2640	6443	1597	2185
3166	ENSG00000215612	HMX1	118	112	26	129	57	47	40	38	47	29
3166	ENSG00000288204	HMX1	118	112	26	129	57	47	40	38	47	29
3167	ENSG00000188816	HMX2	0	0	2	0	0	0	0	0	0	0
3169	ENSG00000129514	FOXA1	0	0	2	0	4	0	10	4	0	12
317	ENSG00000120868	APAF1	1968	4543	11866	3781	17257	621	21413	4626	20042	16250
3170	ENSG00000125798	FOXA2	0	0	0	0	0	0	0	0	0	0
3171	ENSG00000170608	FOXA3	0	0	0	0	0	0	0	0	8	4
3172	ENSG00000101076	HNF4A	70	59	3	116	4	0	7	81	0	0
3174	ENSG00000164749	HNF4G	26	111	39	20	36	62	21	12	53	35
3175	ENSG00000169856	ONECUT1	11	12	9	22	10	3	3	17	16	5
3176	ENSG00000150540	HNMT	909	1815	1030	1369	2685	723	2872	2135	3043	2119
317648	NA	NOP14-AS1	1099	1486	2479	1524	3829	464	3888	1659	3505	3923
317649	ENSG00000163412	EIF4E3	4756	9689	8160	8327	10120	1526	18588	11859	8512	9037
317662	ENSG00000138286	FAM149B1	1433	3132	4271	2071	5674	1680	6058	2479	5990	3950
317671	ENSG00000175449	RFESD	43	118	98	49	127	33	101	102	143	113
3177	ENSG00000174669	SLC29A2	1585	1912	3093	2383	3059	478	4412	1445	2898	2467
317701	ENSG00000196131	VN1R2	4	3	0	3	7	0	15	2	43	20
317703	ENSG00000228567	VN1R4	0	0	0	0	0	0	0	0	0	0
317705	ENSG00000197617	VN1R5	0	0	16	0	12	0	15	4	4	8
317716	ENSG00000183566	BPIFA4P	0	0	0	2	10	0	0	0	0	0
317719	ENSG00000161594	KLHL10	43	37	17	59	17	8	22	68	11	10
317749	ENSG00000187630	DHRS4L2	207	247	341	378	404	108	296	252	375	280
317751	NA	MESTIT1	58	144	129	169	101	173	47	109	161	91
317754	ENSG00000166351	POTED	0	0	0	0	0	0	0	0	0	0
317761	ENSG00000179008	C14orf39	4	8	19	0	8	0	10	20	4	8
317762	ENSG00000205476	CCDC85C	4494	4638	6375	7826	7766	3610	5128	3944	5807	6040
317772	ENSG00000184270	H2AC21	5	3	22	2	20	1	13	3	19	18
317781	ENSG00000185163	DDX51	6335	5931	7308	10909	9528	1268	8771	5575	8793	8532
317781	ENSG00000288503	DDX51	6335	5931	7308	10909	9528	1268	8771	5575	8793	8532
3178	ENSG00000135486	HNRNPA1	5475	9007	75141	7326	82060	3403	69999	6507	79134	72371
318	ENSG00000164978	NUDT2	811	1891	642	1138	1454	519	2094	1386	1537	1280
3181	ENSG00000122566	HNRNPA2B1	41203	72563	235644	45496	257876	22264	227503	47702	230570	191963
3182	ENSG00000197451	HNRNPAB	4078	5280	26462	4502	32258	1374	28984	3991	28669	25986
3183	ENSG00000092199	HNRNPC	11213	19303	32856	17136	45423	5987	59306	16538	60159	46322
3184	ENSG00000138668	HNRNPD	10087	17186	62947	12489	67682	4006	50034	11619	56814	51818
3185	ENSG00000169813	HNRNPF	3651	6026	23277	4255	23967	2282	19998	3494	25487	24810
3187	ENSG00000169045	HNRNPH1	11757	18951	116350	17677	117423	6163	106404	14948	118930	105967
3187	ENSG00000284254	HNRNPH1	11757	18951	116350	17677	117423	6163	106404	14948	118930	105967
3188	ENSG00000126945	HNRNPH2	9689	15947	16061	14738	22822	3572	26680	16074	19742	17561
3189	ENSG00000096746	HNRNPH3	9707	19251	67804	13197	74142	6822	73592	11129	74962	60829
319	ENSG00000175336	APOF	0	6	0	1	0	0	3	4	4	0
3190	ENSG00000165119	HNRNPK	23710	36462	82337	31499	104758	9204	101494	32003	101697	86003
319085	ENSG00000258730	ITPK1-AS1	8	26	1	14	22	0	32	12	34	4
319085	ENSG00000280802	ITPK1-AS1	8	26	1	14	22	0	32	12	34	4
319089	ENSG00000139865	TTC6	0	0	0	2	0	0	0	0	0	0
3191	ENSG00000104824	HNRNPL	12509	15120	31416	16723	34532	3326	33492	11041	35845	34608
3191	ENSG00000282947	HNRNPL	12509	15120	31416	16723	34532	3326	33492	11041	35845	34608
319100	ENSG00000146383	TAAR6	0	4	0	0	0	0	0	0	0	0
319101	ENSG00000186049	KRT73	0	0	0	0	0	0	2	0	0	0
319103	ENSG00000200785	SNORD8	4	0	6	0	6	0	14	0	14	9
319139	ENSG00000207444	SNORD56B	1	0	0	0	2	0	0	0	0	0
3192	ENSG00000153187	HNRNPU	20580	33267	137184	28766	139620	10668	147339	32472	149707	135129
3195	ENSG00000107807	TLX1	0	0	0	0	0	4	0	0	0	0
3196	ENSG00000115297	TLX2	47	97	8	103	8	25	4	53	2	24
3198	ENSG00000105991	HOXA1	0	0	0	0	0	0	0	0	0	0
3199	ENSG00000105996	HOXA2	0	0	0	0	0	0	0	0	0	0
32	ENSG00000076555	ACACB	4798	3644	2337	4533	2114	2912	1031	2065	3373	2902
320	ENSG00000107282	APBA1	22609	21491	27480	38330	30595	2557	39546	27690	25299	26996
320	ENSG00000276497	APBA1	22609	21491	27480	38330	30595	2557	39546	27690	25299	26996
3200	ENSG00000105997	HOXA3	0	0	0	0	0	0	0	0	0	0
3201	ENSG00000197576	HOXA4	0	0	0	0	0	0	0	0	0	0
3202	ENSG00000106004	HOXA5	0	0	0	0	0	0	0	0	0	0
3203	ENSG00000106006	HOXA6	0	0	0	0	0	0	0	0	0	0
3204	ENSG00000122592	HOXA7	0	0	0	0	0	0	0	0	0	0
3205	ENSG00000078399	HOXA9	2	0	0	0	0	0	0	0	0	0
3206	ENSG00000253293	HOXA10	0	0	0	0	0	0	0	4	0	0
3207	ENSG00000005073	HOXA11	0	0	0	0	0	0	0	0	0	0
3208	ENSG00000121905	HPCA	30681	23768	3560	52630	3198	5365	4607	28107	2346	11331
3209	ENSG00000106031	HOXA13	0	4	0	0	0	4	0	0	0	0
321	ENSG00000034053	APBA2	31504	28040	26300	48278	33651	3108	30728	29956	30838	27666
321	ENSG00000276495	APBA2	31504	28040	26300	48278	33651	3108	30728	29956	30838	27666
3211	ENSG00000120094	HOXB1	0	0	0	0	0	0	0	0	0	0
3212	ENSG00000173917	HOXB2	4	4	4	4	2	10	13	4	13	2
3213	ENSG00000120093	HOXB3	0	2	0	16	2	6	4	6	0	0
3214	ENSG00000182742	HOXB4	0	0	0	0	0	4	1	0	0	0
3215	ENSG00000120075	HOXB5	0	0	0	0	0	0	0	2	0	0
3216	ENSG00000108511	HOXB6	0	0	0	0	0	0	0	2	0	0
3217	ENSG00000260027	HOXB7	0	0	0	4	4	4	0	0	2	0
3218	ENSG00000120068	HOXB8	0	0	0	0	0	0	0	0	0	0
3219	ENSG00000170689	HOXB9	0	0	0	0	0	0	0	0	0	0
322	ENSG00000166313	APBB1	44922	51305	38365	68621	52361	7509	70734	45609	50087	42382
3221	ENSG00000198353	HOXC4	4	0	4	8	0	0	5	0	4	0
3222	ENSG00000172789	HOXC5	0	0	0	0	0	0	0	0	0	1
3222	ENSG00000273046	HOXC5	0	0	0	0	0	0	0	0	0	1
3223	ENSG00000197757	HOXC6	0	0	0	0	0	0	0	0	0	0
3224	ENSG00000037965	HOXC8	0	0	0	0	1	0	0	0	0	0
3225	ENSG00000180806	HOXC9	0	0	0	0	0	0	0	0	0	0
3226	ENSG00000180818	HOXC10	0	0	12	0	2	0	4	0	4	0
3227	ENSG00000123388	HOXC11	0	0	0	0	0	0	0	0	0	0
3228	ENSG00000123407	HOXC12	0	0	0	0	0	0	0	0	0	0
3229	ENSG00000123364	HOXC13	0	0	0	0	8	0	4	0	0	0
323	ENSG00000163697	APBB2	4957	10368	13546	7064	22932	3619	24492	9438	19461	10218
3231	ENSG00000128645	HOXD1	168	376	0	99	4	18	4	158	0	0
3232	ENSG00000128652	HOXD3	20	9	0	8	0	0	0	12	0	0
3233	ENSG00000170166	HOXD4	0	0	0	0	0	0	2	0	0	0
3234	ENSG00000175879	HOXD8	0	0	0	0	0	0	4	4	0	0
3235	ENSG00000128709	HOXD9	4	0	0	0	0	0	0	0	0	0
3236	ENSG00000128710	HOXD10	0	0	0	0	0	0	0	0	2	0
3237	ENSG00000128713	HOXD11	0	4	0	0	0	0	0	0	0	0
3238	ENSG00000170178	HOXD12	1	0	0	0	0	0	0	0	0	0
3239	ENSG00000128714	HOXD13	0	0	0	0	0	0	0	0	0	0
324	ENSG00000134982	APC	23591	34973	70215	33361	93629	12993	151265	56051	108639	77145
3240	ENSG00000257017	HP	45	24	0	6	4	34	5	11	8	3
3241	ENSG00000115756	HPCAL1	18509	14605	4454	36297	8276	4428	7179	17610	8873	4996
3242	ENSG00000158104	HPD	4	16	0	14	5	8	0	0	11	4
3248	ENSG00000164120	HPGD	42	96	273	50	810	68	473	194	275	213
3249	ENSG00000105707	HPN	429	660	14	274	19	109	3	309	10	11
325	ENSG00000132703	APCS	0	0	0	0	0	0	0	0	0	0
3250	ENSG00000261701	HPR	416	1000	1	137	9	855	11	339	0	2
3251	ENSG00000165704	HPRT1	4992	14912	1711	7065	3108	1117	5768	12308	2807	2798
3257	ENSG00000107521	HPS1	5967	6119	5985	8123	6103	1850	5835	5087	5203	5233
326	ENSG00000160224	AIRE	158	196	20	312	46	29	18	158	37	16
3262	NA	NA	0	0	0	0	0	0	0	0	0	0
3263	ENSG00000110169	HPX	32	57	858	97	945	18	858	74	1000	683
326340	ENSG00000182223	ZAR1	13	8	0	18	26	0	30	4	32	5
326342	ENSG00000268758	ADGRE4P	6	14	2	30	14	0	0	2	9	8
326343	NA	MT1DP	4	6	0	0	2	6	0	20	0	0
3265	ENSG00000174775	HRAS	6811	7047	4103	8488	7196	2767	9676	4994	7239	5731
3265	ENSG00000276536	HRAS	6811	7047	4103	8488	7196	2767	9676	4994	7239	5731
3266	ENSG00000187682	ERAS	46	44	46	38	51	26	53	19	59	40
326624	ENSG00000172794	RAB37	2691	2850	91	3123	256	412	118	2587	172	130
326625	ENSG00000139428	MMAB	2168	2879	2155	2616	4212	915	3382	2139	3217	2756
3267	ENSG00000173744	AGFG1	4327	11128	13147	6587	19427	2580	27704	13274	19819	17162
3268	ENSG00000106351	AGFG2	3680	3292	827	4731	1203	1164	962	2447	1002	763
3269	ENSG00000196639	HRH1	1554	1752	121	2798	538	499	382	2148	467	289
327	ENSG00000164062	APEH	8383	9387	6751	12762	9210	2206	9393	7756	9991	8896
3270	ENSG00000130528	HRC	169	118	79	225	174	353	163	94	131	63
3273	ENSG00000113905	HRG	19	10	0	9	0	0	0	13	4	0
3274	ENSG00000113749	HRH2	1386	803	510	3046	709	54	1570	1768	952	1187
3275	ENSG00000160310	PRMT2	9942	11719	23272	14228	37433	4076	41111	8949	37054	31457
3276	ENSG00000126457	PRMT1	7427	8762	20287	9747	23882	2149	24883	6371	25368	23793
327657	ENSG00000170054	SERPINA9	0	0	0	0	0	0	0	0	0	0
328	ENSG00000100823	APEX1	7704	9506	31724	9981	38058	2191	31373	7724	39099	36804
3280	ENSG00000114315	HES1	982	1006	9487	1674	3711	1263	744	656	4154	4752
3281	ENSG00000230989	HSBP1	5987	13744	20849	8175	41785	4514	51192	12303	42960	28593
3283	ENSG00000203857	HSD3B1	1	15	0	0	0	0	0	4	0	0
3284	ENSG00000203859	HSD3B2	3	11	3	12	3	0	1	11	0	3
329	ENSG00000110330	BIRC2	2912	6540	12075	4251	18873	1402	19475	6057	19600	14882
3290	ENSG00000117594	HSD11B1	673	1784	0	471	4	110	4	1145	0	0
3291	ENSG00000176387	HSD11B2	106	70	11	141	37	13	30	91	64	17
3292	ENSG00000108786	HSD17B1	151	143	198	128	217	65	259	141	306	292
3293	ENSG00000130948	HSD17B3	121	344	12	57	28	31	5	83	16	0
3294	ENSG00000086696	HSD17B2	4	0	9	0	0	0	5	0	12	0
3295	ENSG00000133835	HSD17B4	9014	16992	14758	12001	15262	5377	15846	10779	14760	14959
3297	ENSG00000185122	HSF1	7791	7491	8192	11264	7209	1871	7414	5194	8273	8853
3297	ENSG00000284774	HSF1	7791	7491	8192	11264	7209	1871	7414	5194	8273	8853
3298	ENSG00000025156	HSF2	1043	3067	8798	1576	12229	560	11676	2776	10852	8775
3299	ENSG00000102878	HSF4	3202	4250	1470	5221	2221	1537	1166	2943	1954	2340
33	ENSG00000115361	ACADL	43	107	346	85	778	114	297	108	847	308
330	ENSG00000023445	BIRC3	268	479	79	323	481	178	257	530	177	61
3300	ENSG00000135924	DNAJB2	37873	47470	24781	55856	35406	10093	39975	27341	32320	32871
3301	ENSG00000086061	DNAJA1	20203	24984	43883	35065	64981	3924	94480	28286	75693	49527
3303	ENSG00000204389	HSPA1A	0	0	0	1	0	0	0	0	0	0
3303	ENSG00000235941	HSPA1A	0	0	0	1	0	0	0	0	0	0
3303	ENSG00000237724	HSPA1A	0	0	0	1	0	0	0	0	0	0
3303	ENSG00000234475	HSPA1A	0	0	0	1	0	0	0	0	0	0
3303	ENSG00000215328	HSPA1A	0	0	0	1	0	0	0	0	0	0
3304	ENSG00000204388	HSPA1B	0	0	0	0	0	0	0	0	0	0
3304	ENSG00000232804	HSPA1B	0	0	0	0	0	0	0	0	0	0
3304	ENSG00000224501	HSPA1B	0	0	0	0	0	0	0	0	0	0
3304	ENSG00000231555	HSPA1B	0	0	0	0	0	0	0	0	0	0
3304	ENSG00000212866	HSPA1B	0	0	0	0	0	0	0	0	0	0
3305	ENSG00000204390	HSPA1L	0	0	0	0	0	0	1	0	0	0
3305	ENSG00000226704	HSPA1L	0	0	0	0	0	0	1	0	0	0
3305	ENSG00000236251	HSPA1L	0	0	0	0	0	0	1	0	0	0
3305	ENSG00000234258	HSPA1L	0	0	0	0	0	0	1	0	0	0
3305	ENSG00000206383	HSPA1L	0	0	0	0	0	0	1	0	0	0
3306	ENSG00000126803	HSPA2	13395	24159	493	11416	1074	3109	596	8683	1374	722
3308	ENSG00000170606	HSPA4	8217	11694	21881	14259	26692	1734	42105	17434	29771	24053
3309	ENSG00000044574	HSPA5	11817	20183	20186	23282	30331	6447	39467	19544	43322	25304
331	ENSG00000101966	XIAP	4624	6762	16129	7569	26615	2100	32294	8501	23829	18302
3310	ENSG00000173110	HSPA6	75	29	25	43	46	14	20	10	118	10
3311	NA	HSPA7	25	30	3	28	8	16	0	37	20	12
3312	ENSG00000109971	HSPA8	81384	133240	106446	136790	167027	18852	299507	150934	277234	204246
3313	ENSG00000113013	HSPA9	20496	34571	27274	27088	38400	9478	38031	28790	30950	24910
3315	ENSG00000106211	HSPB1	6904	6417	5042	8364	3457	5075	1338	2825	8044	4770
3316	ENSG00000170276	HSPB2	669	626	54	542	83	484	216	453	150	38
332	ENSG00000089685	BIRC5	4	29	1145	5	1008	7	121	12	1277	973
3320	ENSG00000080824	HSP90AA1	86778	177740	190812	147371	250224	29869	323006	165154	283387	156991
3321	ENSG00000143061	IGSF3	2281	2268	86447	5427	76028	327	66445	3979	70115	63934
3326	ENSG00000096384	HSP90AB1	60505	83929	86877	99906	119322	8266	176872	93583	139813	118223
3329	ENSG00000144381	HSPD1	6881	13651	23503	9524	28641	4564	32853	11163	31561	23353
333	ENSG00000105290	APLP1	84832	112452	44267	129010	68894	8804	87461	85877	58183	64770
3336	ENSG00000115541	HSPE1	3472	5700	5487	4161	6648	2080	7667	3556	7105	4940
3337	ENSG00000132002	DNAJB1	7971	9832	8482	14107	11430	3897	15018	7054	20613	9641
3338	ENSG00000110011	DNAJC4	2366	2582	1593	2929	2690	1339	1801	1935	2656	2257
3339	ENSG00000142798	HSPG2	2113	923	3102	2023	2138	518	4397	1129	5600	2215
333926	ENSG00000155367	PPM1J	1103	1023	130	1390	573	128	1149	645	649	728
333929	ENSG00000185669	SNAI3	690	530	213	1134	343	84	495	664	482	224
333932	ENSG00000203852	H3C15	5	1	12	7	21	1	17	6	14	17
334	ENSG00000084234	APLP2	58687	71045	38338	84287	62030	16142	67524	72165	59918	36824
3340	ENSG00000070614	NDST1	16626	18483	28542	24771	32858	4900	39581	15767	34154	27761
3344	ENSG00000170802	FOXN2	931	3960	9090	1145	8245	973	7481	2748	11759	7877
3346	ENSG00000126550	HTN1	0	0	0	0	0	0	0	0	0	0
3346	ENSG00000283046	HTN1	0	0	0	0	0	0	0	0	0	0
3347	ENSG00000205649	HTN3	0	0	0	0	0	0	0	0	0	0
3347	ENSG00000282967	HTN3	0	0	0	0	0	0	0	0	0	0
335	ENSG00000118137	APOA1	4	12	10	9	34	21	35	18	32	16
3350	ENSG00000178394	HTR1A	712	370	3049	1982	2147	16	2652	1011	2444	1605
3351	ENSG00000135312	HTR1B	297	171	3	605	156	4	201	306	434	34
3352	ENSG00000179546	HTR1D	199	149	61	162	42	8	62	113	227	152
3354	ENSG00000168830	HTR1E	528	813	24	838	143	54	30	762	24	8
3355	ENSG00000179097	HTR1F	143	110	46	270	32	84	119	286	73	39
3356	ENSG00000102468	HTR2A	3334	2430	954	8041	1635	40	953	8826	1246	536
3357	ENSG00000135914	HTR2B	28	17	180	4	133	6	153	48	61	109
3358	ENSG00000147246	HTR2C	791	737	61	742	605	32	38	1093	57	42
3359	ENSG00000166736	HTR3A	38	31	29	114	58	10	92	127	79	26
336	ENSG00000158874	APOA2	0	0	4	0	1	0	0	6	0	0
3360	ENSG00000164270	HTR4	235	122	35	589	23	8	31	426	20	6
3361	ENSG00000157219	HTR5A	2028	2725	104	3306	496	106	549	3098	176	73
3362	ENSG00000158748	HTR6	479	370	116	887	45	10	144	556	59	32
3363	ENSG00000148680	HTR7	162	222	160	194	660	10	1265	245	419	108
3364	ENSG00000136273	HUS1	621	783	2123	1038	2264	319	2713	1089	3240	2583
337	ENSG00000110244	APOA4	0	0	0	0	1	0	0	0	0	0
3371	ENSG00000041982	TNC	639	1149	21615	468	36148	62	5990	958	49977	26112
3373	ENSG00000114378	HYAL1	455	449	825	517	648	185	1013	373	893	802
3375	ENSG00000121351	IAPP	4	0	0	4	4	0	1	0	0	0
3376	ENSG00000196305	IARS1	6913	12865	18534	11139	21534	1484	28151	17731	22641	19794
337867	ENSG00000134882	UBAC2	2762	4124	4241	3557	5247	1627	5350	3090	4316	3943
337873	ENSG00000261716	H2BC20P	3	12	88	21	73	2	101	13	113	84
337875	NA	H2BP1	17	10	72	43	61	5	33	24	81	52
337876	ENSG00000198108	CHSY3	907	1359	832	1854	2759	199	3282	1722	2743	3199
337878	ENSG00000274749	KRTAP7-1	0	0	0	1	0	0	1	0	0	0
337879	ENSG00000183640	KRTAP8-1	0	0	0	0	0	0	0	0	0	0
337880	ENSG00000182591	KRTAP11-1	0	0	0	0	0	0	0	0	0	0
337882	ENSG00000184351	KRTAP19-1	0	0	0	0	0	0	0	0	0	0
337959	ENSG00000182816	KRTAP13-2	0	0	0	0	0	0	0	0	0	0
337960	ENSG00000240432	KRTAP13-3	0	0	0	0	0	0	0	0	0	0
337963	ENSG00000186980	KRTAP23-1	0	0	0	0	0	0	0	0	0	0
337966	ENSG00000184724	KRTAP6-1	0	0	0	0	0	0	0	0	0	0
337967	ENSG00000186930	KRTAP6-2	0	0	0	0	0	0	0	0	0	0
337968	ENSG00000212938	KRTAP6-3	0	0	0	0	0	0	0	0	0	0
337969	ENSG00000186965	KRTAP19-2	0	0	0	0	0	0	0	0	0	0
337970	ENSG00000244025	KRTAP19-3	0	0	0	0	0	0	0	0	0	0
337971	ENSG00000186967	KRTAP19-4	0	0	0	0	0	0	0	0	0	0
337972	ENSG00000186977	KRTAP19-5	0	0	0	0	0	0	0	0	0	0
337973	ENSG00000186925	KRTAP19-6	0	0	0	0	0	0	0	0	0	0
337974	ENSG00000244362	KRTAP19-7	0	0	0	0	0	0	0	0	0	0
337975	ENSG00000244624	KRTAP20-1	0	0	0	0	0	0	0	0	0	0
337976	ENSG00000184032	KRTAP20-2	0	0	0	0	0	0	0	0	0	0
337977	ENSG00000187005	KRTAP21-1	0	0	0	0	0	0	0	0	0	0
337978	ENSG00000187026	KRTAP21-2	0	0	0	0	0	0	0	0	0	0
337979	ENSG00000186924	KRTAP22-1	0	0	0	0	0	0	0	0	0	0
337985	ENSG00000206104	KRTAP20-3	0	0	0	0	0	0	0	0	0	0
338	ENSG00000084674	APOB	36	56	36	74	171	29	472	114	77	11
338004	NA	LINC00226	0	0	0	0	0	0	0	0	0	0
338005	ENSG00000270816	LINC00221	0	0	0	0	2	0	0	0	0	0
338069	ENSG00000214188	ST7-OT4	17	13	15	13	19	17	8	16	22	22
338094	ENSG00000162391	FAM151A	35	77	13	134	5	82	14	41	14	13
3381	ENSG00000029559	IBSP	26	12	0	0	1	0	0	16	0	4
3382	ENSG00000003147	ICA1	3131	5099	1299	4198	2374	627	3338	5416	1423	2586
3383	ENSG00000090339	ICAM1	360	282	180	207	189	326	210	196	178	118
338321	ENSG00000185792	NLRP9	18	52	35	25	142	11	48	50	24	43
338322	ENSG00000182261	NLRP10	0	1	0	0	4	0	0	12	0	0
338322	ENSG00000276780	NLRP10	0	1	0	0	4	0	0	12	0	0
338322	ENSG00000281166	NLRP10	0	1	0	0	4	0	0	12	0	0
338323	ENSG00000158077	NLRP14	12	22	64	28	71	8	103	6	73	27
338324	ENSG00000184330	S100A7A	0	0	0	2	0	0	0	0	0	0
338328	ENSG00000277494	GPIHBP1	1164	3000	81	950	307	337	260	854	184	90
338339	ENSG00000166527	CLEC4D	0	0	0	2	0	0	4	0	4	1
338376	ENSG00000184995	IFNE	4	4	0	10	0	0	0	24	0	1
338398	ENSG00000185899	TAS2R60	0	0	0	0	0	0	0	0	0	0
338398	ENSG00000285341	TAS2R60	0	0	0	0	0	0	0	0	0	0
3384	ENSG00000108622	ICAM2	413	328	127	434	184	872	301	236	319	153
338427	ENSG00000239014	SNORD108	0	0	0	0	0	0	0	0	0	0
338428	ENSG00000274640	SNORD109A	3	3	9	0	8	0	11	2	24	13
338429	ENSG00000239169	SNORD109B	0	0	0	0	0	0	0	0	0	1
338433	ENSG00000201831	SNORD115-1	1	1	0	0	1	0	0	0	0	0
338440	ENSG00000185101	ANO9	24	10	16	37	18	49	10	22	14	29
338442	ENSG00000182782	HCAR2	10	19	24	9	7	0	12	7	18	9
3385	ENSG00000076662	ICAM3	1237	827	466	1311	695	397	674	802	747	641
338557	ENSG00000186188	FFAR4	188	102	4	364	0	21	2	292	4	4
338567	ENSG00000186795	KCNK18	3	11	0	0	20	0	12	10	0	0
338579	NA	ANKRD30BP3	2	0	5	0	0	0	8	0	0	9
338588	ENSG00000225269	LINC00705	0	0	0	0	3	0	0	0	0	0
338596	ENSG00000148488	ST8SIA6	51	76	69	79	186	82	455	113	262	141
338599	ENSG00000188716	DUSP29	0	11	0	3	0	0	0	2	4	0
338599	ENSG00000281660	DUSP29	0	11	0	3	0	0	0	2	4	0
3386	ENSG00000105371	ICAM4	8	14	8	20	2	6	4	8	9	0
338645	ENSG00000187398	LUZP2	1178	3230	602	2043	4602	1565	8354	3532	2304	2799
338651	ENSG00000233930	KRTAP5-AS1	1112	1149	243	1670	875	23	1180	688	662	615
338651	ENSG00000281801	KRTAP5-AS1	1112	1149	243	1670	875	23	1180	688	662	615
338651	ENSG00000281176	KRTAP5-AS1	1112	1149	243	1670	875	23	1180	688	662	615
338657	ENSG00000186166	CENATAC	717	1690	2303	783	3187	790	2213	1094	2480	2209
338657	ENSG00000280975	CENATAC	717	1690	2303	783	3187	790	2213	1094	2480	2209
338661	ENSG00000204300	TMEM225	0	0	0	0	0	0	0	0	0	0
338662	ENSG00000181518	OR8D4	0	0	0	0	8	0	0	4	0	0
338667	ENSG00000283703	VSIG10L2	7	2	37	17	14	0	19	3	48	39
338674	ENSG00000149133	OR5F1	0	0	0	0	0	0	0	0	0	0
338675	ENSG00000172464	OR5AP2	0	0	0	0	0	0	0	0	0	0
338692	ENSG00000172932	ANKRD13D	7425	7197	7346	11391	10292	1732	12566	6247	9664	9222
338699	ENSG00000137494	ANKRD42	1402	1580	1033	2150	1176	218	2300	2031	1650	844
338707	ENSG00000182272	B4GALNT4	17574	18033	45378	26794	54535	5210	43062	12604	47626	53631
338739	ENSG00000247151	CSTF3-DT	5	26	53	6	27	9	18	10	44	24
338751	ENSG00000183313	OR52L1	0	0	4	0	0	0	2	0	0	0
338755	ENSG00000188124	OR2AG2	9	3	10	7	3	4	14	4	1	7
338758	ENSG00000271614	ATP2B1-AS1	1867	2480	536	2831	1532	443	2725	3478	954	1071
338761	ENSG00000186897	C1QL4	32	38	0	38	0	26	18	8	4	18
338773	ENSG00000183160	TMEM119	180	326	175	224	215	53	79	66	237	295
338785	ENSG00000185640	KRT79	0	0	0	4	0	4	0	10	0	0
338797	NA	LINC02370	0	0	12	15	14	0	4	0	46	46
338799	ENSG00000212694	LINC01089	1071	1484	7264	1202	7340	767	5321	819	7588	6407
338809	NA	NA	0	0	0	0	0	0	0	0	0	0
338811	ENSG00000198673	TAFA2	4243	7383	2871	8494	11095	473	9011	9733	6579	5878
338817	ENSG00000247157	LINC01252	301	563	279	272	368	70	261	278	312	127
338821	ENSG00000205754	SLCO1B7	0	3	0	0	4	0	0	0	0	0
338821	ENSG00000257046	SLCO1B7	0	3	0	0	4	0	0	0	0	0
338864	ENSG00000236678	LINC00347	0	2	0	0	0	0	0	0	0	0
338872	ENSG00000240654	C1QTNF9	9	8	8	13	31	2	24	5	28	3
338879	ENSG00000182545	RNASE10	0	0	0	0	0	0	0	0	0	0
338917	ENSG00000119614	VSX2	10	27	17	8	20	0	24	1	12	8
338949	ENSG00000187806	TMEM202	0	0	0	1	1	0	0	0	0	1
338963	ENSG00000228141	LOC338963	50	38	11	42	17	2	32	39	14	35
339	ENSG00000111701	APOBEC1	0	0	0	0	0	0	0	0	0	0
339005	NA	WHAMMP3	170	425	67	286	318	105	195	413	283	114
339010	NA	NA	0	0	0	0	0	0	0	0	0	0
339044	NA	PKD1P1	553	390	1393	725	1397	53	1763	671	901	1688
339059	ENSG00000182376	LOC339059	156	41	23	281	43	21	36	138	23	27
339105	ENSG00000151006	PRSS53	444	543	1371	1035	1449	206	1366	504	1718	1801
339122	ENSG00000172780	RAB43	286	183	215	386	339	119	412	232	299	324
339123	ENSG00000161999	JMJD8	2394	2339	3012	3643	3426	782	2588	1910	2841	3213
339145	ENSG00000153789	CIBAR2	4	0	35	0	42	4	0	0	12	4
339168	ENSG00000182896	TMEM95	0	0	1	0	0	0	4	0	0	0
339168	ENSG00000288511	TMEM95	0	0	1	0	0	0	4	0	0	0
339175	ENSG00000087995	METTL2A	497	1029	2489	711	3940	293	4313	981	3104	2882
339184	ENSG00000205212	CCDC144NL	13	16	149	48	80	2	60	71	198	125
339201	ENSG00000267080	ASB16-AS1	244	322	1415	254	1508	190	1208	202	1576	1099
339210	ENSG00000214226	C17orf67	43	76	49	84	101	12	93	44	142	84
