"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"15621","GO:0071305",0.00547339393225071,0.998939494115923,8,15,"cellular response to vitamin D","BP"
"18704","GO:1901991",0.00548765196627791,0.996596911103581,56,211,"negative regulation of mitotic cell cycle phase transition","BP"
"7652","GO:0031519",0.00560047647520744,0.997907012427743,17,42,"PcG protein complex","CC"
"3433","GO:0007076",0.00565580759192947,0.99881588970422,9,16,"mitotic chromosome condensation","BP"
"13289","GO:0051307",0.00566812695056631,0.998580628630885,10,21,"meiotic chromosome separation","BP"
"12654","GO:0048665",0.00569286923204307,0.998939871285058,8,14,"neuron fate specification","BP"
"11267","GO:0044613",0.00570080450197711,0.999424444965067,5,8,"nuclear pore central transport channel","CC"
"14605","GO:0061304",0.00578839360308196,0.999676974592353,5,6,"retinal blood vessel morphogenesis","BP"
"14279","GO:0060623",0.00582193415091339,0.999735096344183,4,5,"regulation of chromosome condensation","BP"
"15262","GO:0070561",0.00585720412612645,0.999506889386626,5,7,"vitamin D receptor signaling pathway","BP"
"11761","GO:0045931",0.00586822883480065,0.996665469220917,42,137,"positive regulation of mitotic cell cycle","BP"
"20610","GO:1990234",0.00588356688263386,0.995475457998159,175,720,"transferase complex","CC"
"12563","GO:0048483",0.00589225548145666,0.998190497436883,13,28,"autonomic nervous system development","BP"
"4428","GO:0009880",0.00590223193548167,0.997560342923468,20,52,"embryonic pattern specification","BP"
"5733","GO:0016573",0.00592788313867039,0.99657229826989,44,148,"histone acetylation","BP"
"13412","GO:0051570",0.00597514955990223,0.998563779188378,10,19,"regulation of histone H3-K9 methylation","BP"
"20774","GO:1990752",0.00602581423035423,0.997955248715039,15,33,"microtubule end","CC"
"4652","GO:0010628",0.00604944946353879,0.994922812787029,411,1757,"positive regulation of gene expression","BP"
"16817","GO:0090575",0.0061035407001403,0.996561532070769,40,135,"RNA polymerase II transcription regulator complex","CC"
"472","GO:0001556",0.00615502072745127,0.998561546646394,9,19,"oocyte maturation","BP"
"14406","GO:0060846",0.006155636784531,1,3,3,"blood vessel endothelial cell fate commitment","BP"
"14407","GO:0060847",0.006155636784531,1,3,3,"endothelial cell fate specification","BP"
"16932","GO:0097101",0.006155636784531,1,3,3,"blood vessel endothelial cell fate specification","BP"
"10229","GO:0042138",0.00628298912303309,1,3,3,"meiotic DNA double-strand break formation","BP"
"4506","GO:0010165",0.00632752523383277,0.99799032458657,13,30,"response to X-ray","BP"
"2891","GO:0006269",0.00633962303285204,0.999703808529738,4,5,"DNA replication, synthesis of RNA primer","BP"
"13160","GO:0051101",0.00635645702711912,0.996713880350278,31,100,"regulation of DNA binding","BP"
"60","GO:0000123",0.00638067515016787,0.996930117743321,26,80,"histone acetyltransferase complex","CC"
"11691","GO:0045799",0.00640280535289484,0.998780992014094,8,14,"positive regulation of chromatin assembly or disassembly","BP"
"12624","GO:0048608",0.00644468455195579,0.995544169296404,90,328,"reproductive structure development","BP"
"9357","GO:0035280",0.00655679187701328,0.999431331167343,5,7,"miRNA loading onto RISC involved in gene silencing by miRNA","BP"
"17970","GO:0120103",0.00656428766464508,0.999202420121715,6,9,"centriolar subdistal appendage","CC"
"2979","GO:0006405",0.00660863488452567,0.996262695255464,40,133,"RNA export from nucleus","BP"
"6148","GO:0018393",0.00662624019419899,0.996138679560316,44,149,"internal peptidyl-lysine acetylation","BP"
"6777","GO:0021987",0.00668179983491856,0.996384498520187,36,108,"cerebral cortex development","BP"
"6334","GO:0019439",0.00677193612743055,0.995011487552505,123,530,"aromatic compound catabolic process","BP"
"8005","GO:0032259",0.00677405454284011,0.995367085107855,83,315,"methylation","BP"
"2934","GO:0006337",0.00686440388113336,0.998612653560774,8,15,"nucleosome disassembly","BP"
"7967","GO:0032201",0.00687729896637041,0.997984613280011,11,27,"telomere maintenance via semi-conservative replication","BP"
"4582","GO:0010501",0.0069016380116161,0.999393235060249,5,7,"RNA secondary structure unwinding","BP"
"4559","GO:0010452",0.00690657440083277,0.998666057615239,8,14,"histone H3-K36 methylation","BP"
"21490","GO:2001252",0.00701369582960894,0.995772459732194,49,167,"positive regulation of chromosome organization","BP"
"11062","GO:0043967",0.00709907682127441,0.996740077555047,23,68,"histone H4 acetylation","BP"
"13281","GO:0051298",0.00710191485225493,0.996780724522062,23,63,"centrosome duplication","BP"
"2664","GO:0005874",0.0071037321244546,0.99492663339929,105,388,"microtubule","CC"
"15930","GO:0071826",0.00718884992798465,0.995595029687708,50,192,"ribonucleoprotein complex subunit organization","BP"
"6063","GO:0018023",0.0072351816421391,0.997109642424033,18,46,"peptidyl-lysine trimethylation","BP"
"303","GO:0000811",0.0072588510897705,1,3,3,"GINS complex","CC"
"16808","GO:0090543",0.00734800572879135,0.997757458407342,12,27,"Flemming body","CC"
"13232","GO:0051231",0.00742481459864101,0.998957486895845,6,10,"spindle elongation","BP"
"14200","GO:0060485",0.00746072528156955,0.995179912444934,64,219,"mesenchyme development","BP"
"113","GO:0000242",0.00748630001504057,0.998083075365998,10,20,"pericentriolar material","CC"
"11248","GO:0044547",0.00769685742368648,0.999617858581817,4,5,"DNA topoisomerase binding","MF"
"3376","GO:0006978",0.00777793299561338,0.998330560100213,8,16,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"9359","GO:0035282",0.00783683159406308,0.996197596423178,26,75,"segmentation","BP"
"20889","GO:2000042",0.00794157831334392,0.998109733502517,9,18,"negative regulation of double-strand break repair via homologous recombination","BP"
"2565","GO:0005721",0.00798859045654421,0.998096578306871,9,18,"pericentric heterochromatin","CC"
"10630","GO:0043009",0.00812199200583167,0.993912093934575,137,524,"chordate embryonic development","BP"
"14629","GO:0061351",0.00812245209291087,0.995256620094478,43,139,"neural precursor cell proliferation","BP"
"4626","GO:0010586",0.00815429546282763,0.99744298226467,12,28,"miRNA metabolic process","BP"
"10491","GO:0042701",0.00817041796589251,1,3,3,"progesterone secretion","BP"
"20920","GO:2000105",0.00818935618861279,0.998582797490308,7,12,"positive regulation of DNA-dependent DNA replication","BP"
"8848","GO:0034061",0.00821961901635785,0.997419534388972,12,28,"DNA polymerase activity","MF"
"6735","GO:0021902",0.00828827437074185,0.999234780514737,5,7,"commitment of neuronal cell to specific neuron type in forebrain","BP"
"1540","GO:0003713",0.0083467388906556,0.99450026467446,67,241,"transcription coactivator activity","MF"
"8148","GO:0032452",0.00835433135219265,0.997345513007305,13,27,"histone demethylase activity","MF"
"18095","GO:0140457",0.00835433135219265,0.997345513007305,13,27,"protein demethylase activity","MF"
"8844","GO:0034056",0.00844455506594901,1,3,3,"estrogen response element binding","MF"
"14774","GO:0061695",0.00852096935604128,0.994464136438328,62,229,"transferase complex, transferring phosphorus-containing groups","CC"
"3027","GO:0006475",0.00852969002767518,0.994941303027323,44,151,"internal protein amino acid acetylation","BP"
"10704","GO:0043139",0.00853544152440739,0.999042783233794,5,8,"5'-3' DNA helicase activity","MF"
"11411","GO:0045120",0.00854679606108596,0.998418019730039,7,13,"pronucleus","CC"
"15618","GO:0071295",0.00861215114349902,0.997648704260511,10,22,"cellular response to vitamin","BP"
"8161","GO:0032467",0.00867606763888646,0.99728780020161,12,27,"positive regulation of cytokinesis","BP"
"11426","GO:0045144",0.00868676628499302,0.99902128136057,5,8,"meiotic sister chromatid segregation","BP"
"13213","GO:0051177",0.00868676628499302,0.99902128136057,5,8,"meiotic sister chromatid cohesion","BP"
"7487","GO:0031248",0.0086912748963698,0.995564375024393,28,89,"protein acetyltransferase complex","CC"
"18897","GO:1902493",0.0086912748963698,0.995564375024393,28,89,"acetyltransferase complex","CC"
"1892","GO:0004465",0.00882762022879541,1,3,3,"lipoprotein lipase activity","MF"
"15997","GO:0071936",0.00886983324034275,0.998843122308376,6,9,"coreceptor activity involved in Wnt signaling pathway","MF"
"14666","GO:0061458",0.00897999252091874,0.993695893270898,90,332,"reproductive system development","BP"
"2983","GO:0006409",0.008992835855877,0.996820686117409,14,34,"tRNA export from nucleus","BP"
"15706","GO:0071431",0.008992835855877,0.996820686117409,14,34,"tRNA-containing ribonucleoprotein complex export from nucleus","BP"
"7518","GO:0031297",0.00899645079234761,0.996794376114181,14,35,"replication fork processing","BP"
"20937","GO:2000134",0.00906423090197588,0.995233019391876,30,97,"negative regulation of G1/S transition of mitotic cell cycle","BP"
"18480","GO:1901361",0.00925207077585001,0.993077208297479,126,552,"organic cyclic compound catabolic process","BP"
"6656","GO:0021766",0.00928677022669115,0.995485330582501,25,73,"hippocampus development","BP"
"9038","GO:0034421",0.00932976926289235,1,3,3,"post-translational protein acetylation","BP"
"12717","GO:0048762",0.00933900538145319,0.994135901397899,54,182,"mesenchymal cell differentiation","BP"
"9819","GO:0036124",0.00938959183055471,0.99798577936231,8,15,"histone H3-K9 trimethylation","BP"
"15276","GO:0070577",0.00943029404932086,0.99749157466392,10,20,"lysine-acetylated histone binding","MF"
"18012","GO:0140033",0.00943029404932086,0.99749157466392,10,20,"acetylation-dependent protein binding","MF"
"16665","GO:0090231",0.00957611804620908,0.998103043593827,7,14,"regulation of spindle checkpoint","BP"
"16690","GO:0090266",0.00957611804620908,0.998103043593827,7,14,"regulation of mitotic cell cycle spindle assembly checkpoint","BP"
"19342","GO:1903504",0.00957611804620908,0.998103043593827,7,14,"regulation of mitotic spindle checkpoint","BP"
"7942","GO:0032133",0.00958733102206664,0.999246249357198,4,6,"chromosome passenger complex","CC"
"18826","GO:1902292",0.00958813811770299,0.999489521419061,4,5,"cell cycle DNA replication initiation","BP"
"18838","GO:1902315",0.00958813811770299,0.999489521419061,4,5,"nuclear cell cycle DNA replication initiation","BP"
"19084","GO:1902975",0.00958813811770299,0.999489521419061,4,5,"mitotic DNA replication initiation","BP"
"7434","GO:0031112",0.00962306099853973,0.996762882632893,13,30,"positive regulation of microtubule polymerization or depolymerization","BP"
"3374","GO:0006975",0.0098957333360132,0.998845826699165,5,8,"DNA damage induced protein phosphorylation","BP"
"4415","GO:0009792",0.00997551563290595,0.992450438979431,139,535,"embryo development ending in birth or egg hatching","BP"
"3751","GO:0008143",0.0100072146760588,0.997199788460395,10,22,"poly(A) binding","MF"
"11322","GO:0044818",0.0100935486471007,0.99670007937111,12,29,"mitotic G2/M transition checkpoint","BP"
"704","GO:0001940",0.0101178136485279,0.999451940685965,4,5,"male pronucleus","CC"
"14699","GO:0061548",0.0101648754484239,0.998048948401522,7,13,"ganglion development","BP"
"13112","GO:0051028",0.0102005533685414,0.993968218456572,42,141,"mRNA transport","BP"
"5985","GO:0017069",0.0102802445694301,0.996156180857575,14,40,"snRNA binding","MF"
"258","GO:0000726",0.0103592339217791,0.994709010967412,27,85,"non-recombinational repair","BP"
"3443","GO:0007095",0.0106828400865019,0.996978273606355,10,22,"mitotic G2 DNA damage checkpoint","BP"
"2939","GO:0006349",0.0107047477058216,0.997644611991676,8,15,"regulation of gene expression by genetic imprinting","BP"
"10533","GO:0042772",0.0107796170287599,0.99746519658176,8,17,"DNA damage response, signal transduction resulting in transcription","BP"
"15309","GO:0070652",0.0108343122477447,0.998705335530488,5,8,"HAUS complex","CC"
"16961","GO:0097149",0.0108469665326945,1,3,3,"centralspindlin complex","CC"
"830","GO:0002116",0.0108637709872377,0.998156284551459,7,11,"semaphorin receptor complex","CC"
"11696","GO:0045815",0.0109567039023903,0.995316406652353,18,51,"positive regulation of gene expression, epigenetic","BP"
"2922","GO:0006308",0.0109755083370516,0.996080401550552,13,35,"DNA catabolic process","BP"
"18010","GO:0140030",0.0111029331187033,0.993405257287498,42,139,"modification-dependent protein binding","MF"
"5628","GO:0016339",0.0111172521490818,0.995755808519655,15,38,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"16257","GO:0072425",0.0112547628482958,0.99779265853577,7,13,"signal transduction involved in G2 DNA damage checkpoint","BP"
"7635","GO:0031491",0.0112978678709808,0.994774564779007,21,62,"nucleosome binding","MF"
"12596","GO:0048539",0.011344972153364,0.998627410535317,5,8,"bone marrow development","BP"
"15477","GO:0070988",0.0113760498188925,0.99494216471476,20,53,"demethylation","BP"
"20701","GO:1990518",0.0114333513184467,1,3,3,"single-stranded 3'-5' DNA helicase activity","MF"
"8","GO:0000018",0.0114366546324095,0.993960331832558,29,91,"regulation of DNA recombination","BP"
"3464","GO:0007157",0.0114933153076078,0.995801726042251,14,34,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"7662","GO:0031536",0.0116383347735596,0.999514161606926,3,4,"positive regulation of exit from mitosis","BP"
"6743","GO:0021915",0.0117217158850564,0.992935574048472,44,143,"neural tube development","BP"
"16962","GO:0097150",0.011812094252749,0.996444899232723,11,23,"neuronal stem cell population maintenance","BP"
"4479","GO:0010032",0.0118316704666684,0.99879620683599,5,7,"meiotic chromosome condensation","BP"
"13957","GO:0060147",0.0120401965999418,0.993777184318716,27,84,"regulation of posttranscriptional gene silencing","BP"
"14448","GO:0060966",0.0120401965999418,0.993777184318716,27,84,"regulation of gene silencing by RNA","BP"
"550","GO:0001708",0.0121083639091756,0.994405397267789,21,59,"cell fate specification","BP"
"19009","GO:1902807",0.0121346630890706,0.993446606163255,30,99,"negative regulation of cell cycle G1/S phase transition","BP"
"13324","GO:0051382",0.0122543419620333,0.997046520297249,8,17,"kinetochore assembly","BP"
"1439","GO:0003272",0.0122577115181805,0.996847818187111,9,18,"endocardial cushion formation","BP"
"12426","GO:0048096",0.0122687149443972,0.997549090822922,7,13,"chromatin-mediated maintenance of transcription","BP"
"10655","GO:0043045",0.0123438946185762,0.999286828624638,4,5,"DNA methylation involved in embryo development","BP"
"18535","GO:1901538",0.0123438946185762,0.999286828624638,4,5,"changes to DNA methylation involved in embryo development","BP"
"14226","GO:0060536",0.0125611451499575,0.999270124565543,4,5,"cartilage morphogenesis","BP"
"17565","GO:0099080",0.0126205294825695,0.989682948409642,250,1022,"supramolecular complex","CC"
"15911","GO:0071798",0.0127451107795033,1,3,3,"response to prostaglandin D","BP"
"15912","GO:0071799",0.0127451107795033,1,3,3,"cellular response to prostaglandin D stimulus","BP"
"6548","GO:0021536",0.0127917233885603,0.994476186979272,18,49,"diencephalon development","BP"
"13871","GO:0060022",0.01282351986222,0.999249816831653,4,5,"hard palate development","BP"
"7313","GO:0030893",0.0129663106954532,0.999238703739505,4,5,"meiotic cohesin complex","CC"
"10144","GO:0040001",0.0129669733294252,0.995364778202435,13,32,"establishment of mitotic spindle localization","BP"
"13237","GO:0051236",0.0130829663140723,0.991615803331129,53,189,"establishment of RNA localization","BP"
"2917","GO:0006303",0.013140743079703,0.993339015596532,25,78,"double-strand break repair via nonhomologous end joining","BP"
"1557","GO:0003777",0.0131739560420737,0.993387423374094,26,69,"microtubule motor activity","MF"
"7389","GO:0031054",0.0131849975085477,0.997206413493637,7,14,"pre-miRNA processing","BP"
"2918","GO:0006304",0.0132895439331203,0.993039706837219,27,87,"DNA modification","BP"
"6064","GO:0018024",0.0132911546284772,0.994619627860998,16,41,"histone-lysine N-methyltransferase activity","MF"
"6696","GO:0021828",0.0134080797185538,1,3,3,"gonadotrophin-releasing hormone neuronal migration to the hypothalamus","BP"
"6709","GO:0021855",0.0134080797185538,1,3,3,"hypothalamus cell migration","BP"
"6710","GO:0021856",0.0134080797185538,1,3,3,"hypothalamic tangential migration using cell-axon interactions","BP"
"19285","GO:1903375",0.0134080797185538,1,3,3,"facioacoustic ganglion development","BP"
"18963","GO:1902667",0.0135106402986222,0.994402235799585,17,42,"regulation of axon guidance","BP"
"5438","GO:0015935",0.0135444777526306,0.993798951770338,18,70,"small ribosomal subunit","CC"
"12884","GO:0050657",0.0135525221746558,0.991332520512794,52,186,"nucleic acid transport","BP"
"12885","GO:0050658",0.0135525221746558,0.991332520512794,52,186,"RNA transport","BP"
"20840","GO:1990918",0.0135533697689818,1,3,3,"double-strand break repair involved in meiotic recombination","BP"
"13858","GO:0060005",0.0135917909460134,1,3,3,"vestibular reflex","BP"
"2450","GO:0005488",0.0137092073698787,0.988411107557741,2576,12453,"binding","MF"
"12234","GO:0046975",0.0137490899822783,0.997766922049623,6,10,"histone methyltransferase activity (H3-K36 specific)","MF"
"12049","GO:0046599",0.0137665392317481,0.995936889217636,10,22,"regulation of centriole replication","BP"
"20226","GO:1905269",0.0138497016289074,0.992481485077305,30,94,"positive regulation of chromatin organization","BP"
"8469","GO:0032954",0.013975296690341,1,3,3,"regulation of cytokinetic process","BP"
"18690","GO:1901976",0.0141219004381718,0.9952894161428,11,29,"regulation of cell cycle checkpoint","BP"
"4797","GO:0010837",0.0142076092909856,0.995522251480729,11,24,"regulation of keratinocyte proliferation","BP"
"5737","GO:0016577",0.014308696398894,0.994961903283199,13,29,"histone demethylation","BP"
"15563","GO:0071204",0.0143126299595423,0.998722814551148,4,6,"histone pre-mRNA 3'end processing complex","CC"
"15994","GO:0071932",0.0143505203051916,1,3,3,"replication fork reversal","BP"
"18408","GO:1901166",0.0144804727942638,0.999118278408994,4,5,"neural crest cell migration involved in autonomic nervous system development","BP"
"6557","GO:0021545",0.014503797577617,0.994731910910649,13,32,"cranial nerve development","BP"
"10158","GO:0040020",0.0145088372890066,0.995901564570385,9,21,"regulation of meiotic nuclear division","BP"
"11728","GO:0045875",0.0146519340941919,0.999104351353762,4,5,"negative regulation of sister chromatid cohesion","BP"
"11725","GO:0045869",0.0146612498530387,0.998097903974764,5,8,"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP"
"57","GO:0000120",0.0147396330458922,0.999324611041148,3,4,"RNA polymerase I transcription regulator complex","CC"
"11354","GO:0045003",0.0147464500010117,0.997865351084193,5,9,"double-strand break repair via synthesis-dependent strand annealing","BP"
"12561","GO:0048477",0.0147661331392626,0.992781494269217,22,69,"oogenesis","BP"
"14446","GO:0060964",0.0148529526743608,0.992264974649079,26,82,"regulation of gene silencing by miRNA","BP"
"378","GO:0001046",0.0149332354352452,0.993918631389105,15,43,"core promoter sequence-specific DNA binding","MF"
"6025","GO:0017147",0.0149549204207201,0.995062278449573,11,27,"Wnt-protein binding","MF"
"5719","GO:0016538",0.0151791020611193,0.993730310633889,15,46,"cyclin-dependent protein serine/threonine kinase regulator activity","MF"
"15742","GO:0071481",0.0152447813665528,0.997460958978784,6,10,"cellular response to X-ray","BP"
"640","GO:0001841",0.0152687751808669,0.991564895993025,31,96,"neural tube formation","BP"
"1539","GO:0003712",0.015378167557077,0.988480423081346,114,451,"transcription coregulator activity","MF"
"1601","GO:0003886",0.0157672005770404,1,3,3,"DNA (cytosine-5-)-methyltransferase activity","MF"
"8354","GO:0032776",0.0157672005770404,1,3,3,"DNA methylation on cytosine","BP"
"16590","GO:0090116",0.0157672005770404,1,3,3,"C-5 methylation of cytosine","BP"
"262","GO:0000731",0.0159563760091547,0.993012256603629,17,50,"DNA synthesis involved in DNA repair","BP"
"12091","GO:0046661",0.0160972988512456,0.990623644533243,36,115,"male sex differentiation","BP"
"6773","GO:0021983",0.0162314662647489,0.994994286239082,10,23,"pituitary gland development","BP"
"529","GO:0001672",0.016331895080649,0.99473520597708,11,24,"regulation of chromatin assembly or disassembly","BP"
"13282","GO:0051299",0.0163322559520667,0.996376503918983,7,14,"centrosome separation","BP"
"4007","GO:0008585",0.0166098473318291,0.991528825313274,24,74,"female gonad development","BP"
"2977","GO:0006403",0.0168129253273094,0.988757691863986,59,222,"RNA localization","BP"
"11709","GO:0045835",0.0169477988802906,0.99840285691972,4,6,"negative regulation of meiotic nuclear division","BP"
"185","GO:0000400",0.0169526529416809,0.995645766546838,8,17,"four-way junction DNA binding","MF"
"545","GO:0001702",0.0171524483679942,0.994837552150804,10,21,"gastrulation with mouth forming second","BP"
"20821","GO:1990851",0.0171844859809829,1,3,3,"Wnt-Frizzled-LRP5/6 complex","CC"
"3705","GO:0008063",0.0172144698254276,0.998369467213021,4,6,"Toll signaling pathway","BP"
"11657","GO:0045738",0.0172546343510535,0.993475573193733,13,34,"negative regulation of DNA repair","BP"
"5278","GO:0015631",0.0173274436666111,0.987432669110084,91,339,"tubulin binding","MF"
"9289","GO:0035102",0.0174503968802683,0.996072176846936,7,14,"PRC1 complex","CC"
"4546","GO:0010369",0.0176486992740047,0.996017716273058,7,14,"chromocenter","CC"
"4858","GO:0010911",0.0177320535954601,0.997574880654748,5,8,"regulation of isomerase activity","BP"
"4859","GO:0010912",0.0177320535954601,0.997574880654748,5,8,"positive regulation of isomerase activity","BP"
"8863","GO:0034101",0.0177366145787667,0.989803341421966,33,110,"erythrocyte homeostasis","BP"
"3454","GO:0007135",0.0178324627816817,0.997281278041649,5,9,"meiosis II","BP"
"14890","GO:0061983",0.0178324627816817,0.997281278041649,5,9,"meiosis II cell cycle process","BP"
"7640","GO:0031498",0.0179467759641913,0.995337731873906,8,17,"chromatin disassembly","BP"
"15040","GO:0070182",0.01798044786143,0.995216711256205,8,18,"DNA polymerase binding","MF"
"2905","GO:0006287",0.0180350256807077,0.998265607881873,4,6,"base-excision repair, gap-filling","BP"
"3396","GO:0007010",0.018208399834426,0.984748044735947,295,1205,"cytoskeleton organization","BP"
"9752","GO:0036002",0.0182837927008674,0.992939093517432,13,36,"pre-mRNA binding","MF"
"12149","GO:0046831",0.0183276342715128,0.995351668602997,8,16,"regulation of RNA export from nucleus","BP"
"11266","GO:0044611",0.0184977369697057,1,3,3,"nuclear pore inner ring","CC"
"1949","GO:0004536",0.0185277039238972,0.99168437953411,17,52,"deoxyribonuclease activity","MF"
"3388","GO:0006999",0.0185943199251892,0.995756049973904,7,14,"nuclear pore organization","BP"
"576","GO:0001756",0.0186471613717568,0.991346884641403,19,53,"somitogenesis","BP"
"13525","GO:0051782",0.0187176570899783,0.99572168476496,7,14,"negative regulation of cell division","BP"
"642","GO:0001843",0.0187506714427138,0.989937893896644,27,82,"neural tube closure","BP"
"14273","GO:0060606",0.0187506714427138,0.989937893896644,27,82,"tube closure","BP"
"293","GO:0000797",0.0187748288007765,1,3,3,"condensin core heterodimer","CC"
"871","GO:0002192",0.0192509037039526,1,2,2,"IRES-dependent translational initiation of linear mRNA","BP"
"17891","GO:0110017",0.0192509037039526,1,2,2,"cap-independent translational initiation of linear mRNA","BP"
"2904","GO:0006286",0.0193658987047418,1,2,2,"base-excision repair, base-free sugar-phosphate removal","BP"
"17244","GO:0098502",0.0193658987047418,1,2,2,"DNA dephosphorylation","BP"
"13132","GO:0051053",0.0195563944817422,0.988774595659422,32,106,"negative regulation of DNA metabolic process","BP"
"4404","GO:0009753",0.0196090969413956,1,2,2,"response to jasmonic acid","BP"
"6165","GO:0018636",0.0196090969413956,1,2,2,"phenanthrene 9,10-monooxygenase activity","MF"
"12261","GO:0047086",0.0196090969413956,1,2,2,"ketosteroid monooxygenase activity","MF"
"15683","GO:0071395",0.0196090969413956,1,2,2,"cellular response to jasmonic acid stimulus","BP"
"14241","GO:0060562",0.0198656445131888,0.986039448381972,74,262,"epithelial tube morphogenesis","BP"
"4456","GO:0009954",0.0199892210393097,0.994693376663929,8,17,"proximal/distal pattern formation","BP"
"13251","GO:0051255",0.0202096886533842,0.995898918860604,6,12,"spindle midzone assembly","BP"
"17022","GO:0097243",0.0204680705068392,1,2,2,"flavonoid binding","MF"
"3140","GO:0006612",0.0205380183507748,0.986787639332585,45,194,"protein targeting to membrane","BP"
"6030","GO:0017154",0.0205454060781299,0.995652984387295,7,12,"semaphorin receptor activity","MF"
"6722","GO:0021884",0.0205733266413183,0.993491109000048,10,22,"forebrain neuron development","BP"
"7646","GO:0031508",0.020625912989389,0.998918132582746,3,4,"pericentric heterochromatin assembly","BP"
"18097","GO:0140462",0.020625912989389,0.998918132582746,3,4,"pericentric heterochromatin organization","BP"
"15556","GO:0071168",0.0207649292951047,0.993071212969023,10,26,"protein localization to chromatin","BP"
"11019","GO:0043696",0.0210227213849504,0.997873754260204,4,6,"dedifferentiation","BP"
"11020","GO:0043697",0.0210227213849504,0.997873754260204,4,6,"cell dedifferentiation","BP"
"8529","GO:0033038",0.0210798578671048,0.998394501031235,3,5,"bitter taste receptor activity","MF"
"9250","GO:0035019",0.0213038884190442,0.989867182899862,19,56,"somatic stem cell population maintenance","BP"
"9598","GO:0035720",0.0213830089735928,0.998861810786897,3,4,"intraciliary anterograde transport","BP"
"3578","GO:0007369",0.0215517476106297,0.986500695777419,43,142,"gastrulation","BP"
"7017","GO:0030218",0.02184709678705,0.987453904899011,31,103,"erythrocyte differentiation","BP"
"7891","GO:0032039",0.0219136710435779,0.994072886058295,8,17,"integrator complex","CC"
"15263","GO:0070562",0.0219157848832534,0.9977526296483,4,6,"regulation of vitamin D receptor signaling pathway","BP"
"19048","GO:1902911",0.0220384906565403,0.987591745776066,29,96,"protein kinase complex","CC"
"4330","GO:0009411",0.0222911857010967,0.98643724210798,37,132,"response to UV","BP"
"3034","GO:0006482",0.0222962142637037,0.991447281290485,13,31,"protein demethylation","BP"
"3797","GO:0008214",0.0222962142637037,0.991447281290485,13,31,"protein dealkylation","BP"
"4799","GO:0010839",0.022371600911725,0.995900458459363,6,10,"negative regulation of keratinocyte proliferation","BP"
"2980","GO:0006406",0.0224996612629222,0.987020628621681,31,105,"mRNA export from nucleus","BP"
"15704","GO:0071427",0.0224996612629222,0.987020628621681,31,105,"mRNA-containing ribonucleoprotein complex export from nucleus","BP"
"3907","GO:0008409",0.0226908080144019,0.993675084841015,8,18,"5'-3' exonuclease activity","MF"
"7730","GO:0031670",0.0227329353222606,0.99138413061693,12,32,"cellular response to nutrient","BP"
"2926","GO:0006312",0.0227637789156052,0.993014166973073,9,21,"mitotic recombination","BP"
"16916","GO:0097064",0.0228102735227543,0.990595429728442,14,38,"ncRNA export from nucleus","BP"
"5697","GO:0016499",0.0228755832828916,1,2,2,"orexin receptor activity","MF"
"2538","GO:0005668",0.0228936746849973,1,2,2,"RNA polymerase transcription factor SL1 complex","CC"
"16953","GO:0097125",0.0230413952463852,1,2,2,"cyclin B1-CDK1 complex","CC"
"8189","GO:0032504",0.0231494074120531,0.981807569084126,143,593,"multicellular organism reproduction","BP"
"13524","GO:0051781",0.0231581376859607,0.988846558382865,19,57,"positive regulation of cell division","BP"
"17074","GO:0097376",0.0231734844125363,1,2,2,"interneuron axon guidance","BP"
"21305","GO:2000773",0.0233434982216015,0.993455530979883,8,18,"negative regulation of cellular senescence","BP"
"11075","GO:0043984",0.023492566965874,0.992747580514873,9,21,"histone H4-K16 acetylation","BP"
"12625","GO:0048609",0.0234999326703118,0.981537698179053,142,588,"multicellular organismal reproductive process","BP"
"6498","GO:0019953",0.0235121784648247,0.981591567350513,138,571,"sexual reproduction","BP"
"718","GO:0001957",0.0237909176718694,0.997492610390794,4,6,"intramembranous ossification","BP"
"9791","GO:0036072",0.0237909176718694,0.997492610390794,4,6,"direct ossification","BP"
"5990","GO:0017077",0.0240717042277777,1,2,2,"oxidative phosphorylation uncoupler activity","MF"
"411","GO:0001181",0.0240755008606069,0.997452489147215,4,6,"RNA polymerase I general transcription initiation factor activity","MF"
"14600","GO:0061299",0.0243977134396179,0.995081097534155,6,11,"retina vasculature morphogenesis in camera-type eye","BP"
"6772","GO:0021979",0.0244320342850711,0.997401983677285,4,6,"hypothalamus cell differentiation","BP"
"21011","GO:2000278",0.024753054585483,0.985828559748807,29,102,"regulation of DNA biosynthetic process","BP"
"14965","GO:0070063",0.0248525638631187,0.987629220486548,20,62,"RNA polymerase binding","MF"
"5707","GO:0016514",0.0249151368020782,0.992921323456898,8,18,"SWI/SNF complex","CC"
"15496","GO:0071013",0.0250381568692064,0.98645819957382,24,86,"catalytic step 2 spliceosome","CC"
"1943","GO:0004529",0.0250401912468218,0.992620283700678,8,20,"exodeoxyribonuclease activity","MF"
"5921","GO:0016895",0.0250401912468218,0.992620283700678,8,20,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
